,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal_docs,facing_direction,front_width,price_unit,front_width_unit,front_road_width,front_road_width_unit,balcony_direction,interior
22255,Nhà riêng,11.5,70.0,m²,3.0,4.0,,"Đường Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,,tỷ,,,,,Full
22256,Nhà riêng,13.0,125.0,m²,,,,"Đường Trương Vĩnh Ký, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",TP.HCM,Tân Phú,Khác/Không rõ,,,tỷ,,,,,
22257,Nhà riêng,1.48,26.0,m²,2.0,2.0,,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",TP.HCM,Quận 8,Sổ đỏ/hồng riêng,,,tỷ,,,,,Không nội thất
22258,Nhà riêng,15.9,140.0,m²,4.0,5.0,,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",TP.HCM,Quận 7,Sổ đỏ/hồng riêng,,8.0,tỷ,m,,,,Nội thất cao cấp nhập khẩu
22259,Nhà riêng,17.5,61.0,m²,,,,"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/hồng riêng,,,tỷ,,,,,Cơ bản
22260,Nhà riêng,9.0,45.0,m²,,,,"Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Sổ đỏ/hồng riêng,,,tỷ,,,,,
22261,Nhà riêng,2.68,63.0,m²,4.0,4.0,,"Đường Chu Văn An, Phường 26, Bình Thạnh, Hồ Chí Minh",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,,tỷ,,5.0,m,,
22262,Nhà riêng,11.5,40.0,m²,6.0,4.0,,"Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Sổ đỏ/hồng riêng,,3.2,tỷ,m,3.0,m,,Đầy đủ.
22263,Nhà riêng,5.75,48.0,m²,2.0,2.0,,"Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",TP.HCM,Tân Phú,Sổ đỏ/hồng riêng,,4.0,tỷ,m,5.0,m,,
22264,Nhà riêng,2.99,47.0,m²,3.0,3.0,,"Đường Ngô Mây, Phường Ngô Mây, Quy Nhơn, Bình Định",Bình Định,Quy Nhơn,Sổ đỏ/hồng riêng,Tây - Nam,4.7,tỷ,m,2.5,m,Tây - Nam,Cơ bản
22265,Nhà riêng,602.0,86.0,m²,7.0,4.0,,"Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",TP.HCM,Bình Tân,Khác/Không rõ,,,tỷ/m²,,,,,
22266,Nhà riêng,27.0,66.0,m²,14.0,10.0,,"Cự Lộc, Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sổ đỏ/hồng riêng,Đông - Bắc,5.4,tỷ,m,6.0,m,Đông - Bắc,Đầy đủ
22267,Nhà riêng,21.8,55.0,m²,5.0,6.0,,"Phố Phạm Tuấn Tài, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/hồng riêng,,5.0,tỷ,m,,,,Đầy đủ
22268,Nhà riêng,23.0,66.4,m²,4.0,4.0,,"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",Hà Nội,Ba Đình,Sổ đỏ/hồng riêng,,,tỷ,,,,,Đầy đủ
22269,Nhà riêng,7.0,43.0,m²,9.0,9.0,,"Phường Phú Lương, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Khác/Không rõ,,,tỷ,,,,,
22270,Nhà riêng,,79.0,m²,4.0,5.0,,"Đường Huỳnh Tịnh Của, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",TP.HCM,Quận 3,Khác/Không rõ,,,,,,,,
22271,Nhà riêng,5.55,60.0,m²,,,,"Huỳnh Tấn Phát, Nhà Bè, Nhà Bè, Hồ Chí Minh",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,,,tỷ,,,,,
22272,Nhà riêng,4.3,69.0,m²,4.0,3.0,,"Đường Trần Hưng Đạo, Phường Dĩ An, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Sổ đỏ/hồng riêng,,4.85,tỷ,m,5.0,m,,Cơ bản
22273,Nhà riêng,5.2,60.0,m²,4.0,5.0,,"188/34, Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",TP.HCM,Bình Tân,Sổ đỏ/hồng riêng,,6.0,tỷ,m,8.0,m,,Đầy đủ.
22274,Nhà riêng,3.75,96.0,m²,5.0,5.0,,"Đường Bình Hòa 26, Phường Bình Hòa, Thuận An, Bình Dương",Bình Dương,Thuận An,Sổ đỏ/hồng riêng,,6.15,tỷ,m,10.0,m,,Cơ bản.
22275,Biệt thự,,80.0,m²,4.0,4.0,,"Vinhomes Green Paradise, Xã Long Hòa, Cần Giờ, Hồ Chí Minh",TP.HCM,Cần Giờ,Sổ đỏ/hồng riêng,,5.0,,m,15.0,m,,Không nội thất
22276,Biệt thự,8.7,180.0,m²,8.0,5.0,,"Dự án Vinhomes Star City, Đường Lê Lợi, Phường Đông Hải, Thanh Hóa, Thanh Hóa.",Thanh Hóa,Thanh Hóa,Sổ đỏ/hồng riêng,Đông - Bắc,6.0,tỷ,m,13.5,m,Đông - Bắc,Xây thô hoàn thiện mặt ngoài
22277,Biệt thự,20.0,132.4,m²,4.0,5.0,,"Verosa Park Khang Điền, Liên Phường, Phú Hữu, Quận 9, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Tây,6.0,tỷ,m,12.0,m,Tây,Không nội thất
22278,Biệt thự,23.7,154.0,m²,5.0,6.0,,"Dự án The 9 Stellars, Đường Hoàng Hữu Nam, Phường Long Bình, Quận 9, Hồ Chí Minh",TP.HCM,Thủ Đức,Hợp đồng mua bán,Đông - Nam,7.0,tỷ,m,16.0,m,Đông - Nam,Không nội thất
22280,Biệt thự,,102.0,m²,4.0,4.0,,"Gladia Khang Điền, Võ Chí Công, Bình Trưng Đông, Quận 2, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,,,,,,,Cơ bản
22281,Biệt thự,,600.0,m²,4.0,3.0,,"Gladia Khang Điền, Võ Chí Công, Bình Trưng Đông, Quận 2, Hồ Chí Minh",TP.HCM,Thủ Đức,Hợp đồng mua bán,,25.0,,m,,,,
22282,Biệt thự,,102.0,m²,4.0,5.0,,"Gladia Khang Điền, Đường Võ Chí Công, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,,,,,,,Không nội thất
22283,Biệt thự,45.0,657.0,m²,4.0,3.0,,"Phường Thống Nhất, Biên Hòa, Đồng Nai",Đồng Nai,Biên Hòa,Sổ đỏ/hồng riêng,,11.0,tỷ,m,18.0,m,,Cơ bản.
22284,Biệt thự,40.6,145.0,m²,4.0,5.0,,"Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/hồng riêng,,22.5,tỷ,m,15.0,m,,Đầy đủ
22285,Biệt thự,27.0,100.0,m²,5.0,5.0,,"Dự án KĐT Trung Yên, Phường Trung Hòa, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/hồng riêng,,6.0,tỷ,m,10.0,m,,
22286,Biệt thự,21.8,109.0,m²,6.0,6.0,,"Vinhomes Grand Park, 512, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Đông - Bắc,12.0,triệu/m²,m,12.0,m,Đông - Bắc,Cơ bản
22287,Biệt thự,6.1,68.0,m²,,,,"Dự án Vinhomes Golden City, Phường Hòa Nghĩa, Dương Kinh, Hải Phòng",Hải Phòng,Dương Kinh,Sổ đỏ/hồng riêng,Tây - Bắc,5.0,tỷ,m,,,,
22295,Nhà mặt tiền,27.5,96.0,m²,4.0,5.0,,"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,5.0,tỷ,m,20.0,m,,
22296,Nhà mặt tiền,38.7,208.0,m²,3.0,4.0,,"Đường Lê Lợi, Phường 1, Gò Vấp, Hồ Chí Minh",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,8.0,tỷ,m,15.0,m,,
22297,Nhà mặt tiền,140.0,180.0,m²,,,,"Phố Khúc Thừa Dụ, Phường Dịch Vọng, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Khác/Không rõ,,,tỷ,,,,,
22298,Nhà mặt tiền,16.0,176.0,m²,,,,"Đường Lê Hồng Phong, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Sổ đỏ/hồng riêng,Đông - Bắc,8.0,tỷ,m,30.0,m,,Cơ bản
22299,Nhà mặt tiền,3.7,67.0,m²,2.0,2.0,,"Phố Phan Đăng Lưu, Phường Dĩ An, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Sổ đỏ/hồng riêng,Tây - Bắc,4.2,tỷ,m,7.0,m,,
22300,Nhà mặt tiền,12.5,78.0,m²,3.0,2.0,,"Đường Trần Duy Chiến, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",Đà Nẵng,Sơn Trà,Sổ đỏ/hồng riêng,Đông - Nam,11.5,tỷ,m,10.5,m,,
22301,Nhà mặt tiền,1250.0,1317.0,m²,1.0,1.0,,"Đường Mạc Đĩnh Chi, Phường Bến Nghé, Quận 1, Hồ Chí Minh",TP.HCM,Quận 1,Sổ đỏ/hồng riêng,,,tỷ,,,,,Đầy đủ
22302,Nhà mặt tiền,9.5,91.0,m²,3.0,3.0,,"Đường Dân Chủ, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,4.0,tỷ,m,12.0,m,,
22303,Nhà mặt tiền,7.9,100.0,m²,4.0,4.0,,"Đường D1, Phường An Phú, Thuận An, Bình Dương",Bình Dương,Thuận An,Sổ đỏ/hồng riêng,,5.0,tỷ,m,22.0,m,,
22304,Nhà mặt tiền,4.15,68.4,m²,3.0,2.0,,"Đường Chiêu Liêu, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Sổ đỏ/hồng riêng,Tây,5.0,tỷ,m,8.0,m,Tây,Cao cấp
22395,Căn hộ chung cư,2.45,52.0,m²,2.0,2.0,,"Bcons Polaris, Lê Trọng Tấn, An Bình, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Hợp đồng mua bán,Đông,,tỷ,,,,Tây,Cơ bản
22396,Căn hộ chung cư,4.9,91.0,m²,2.0,2.0,,"Dự án Orchard Hill , Đường Hùng Vương, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",Bình Dương,Thủ Dầu Một,Hợp đồng mua bán,Đông - Nam,,tỷ,,,,Đông - Nam,Không nội thất.
22397,Căn hộ chung cư,4.5,53.0,m²,1.0,1.0,,"Xi Grand Court, Lý Thường Kiệt, 14, Quận 10, Hồ Chí Minh",TP.HCM,Quận 10,Sổ đỏ/hồng riêng,Tây - Bắc,,tỷ,,,,Đông - Nam,Đầy đủ
22398,Căn hộ chung cư,3.56,54.2,m²,2.0,1.0,,"Spana Tower, Nguyễn Phước Lan, Hòa Xuân, Cẩm Lệ, Đà Nẵng",Đà Nẵng,Cẩm Lệ,Khác/Không rõ,Đông - Bắc,,tỷ,,,,,Cơ bản
22399,Căn hộ chung cư,23.0,136.0,m²,4.0,3.0,,"Dự án Sun Feliza Suites, Đường Phạm Hùng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Hợp đồng mua bán,Tây - Bắc,,tỷ,,,,Đông - Nam,Đầy đủ
22400,Căn hộ chung cư,18.360000000000003,216.0,m²,4.0,4.0,,"Dự án The Zen Residence, Đường Vành Đai 2,5, Phường Trần Phú, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Sổ đỏ/hồng riêng,,,triệu/m²,,,,,
22401,Căn hộ chung cư,6.2,100.0,m²,3.0,2.0,,"Dự án BlueGem Tower, Đường Nguyễn Bặc, Xã Tứ Hiệp, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Hợp đồng mua bán,Tây - Bắc,,tỷ,,,,Đông - Nam,Cơ bản
22402,Căn hộ chung cư,29.0,155.0,m²,3.0,2.0,,"Empire City Thủ Thiêm, Mai Chí Thọ, Thủ Thiêm, Quận 2, Hồ Chí Minh",TP.HCM,Thủ Đức,Khác/Không rõ,,,tỷ,,,,,Full nội thất
22403,Căn hộ chung cư,,69.6,m²,2.0,2.0,,"Vinh Heritage, Vinh Tân, Vinh, Nghệ An",Nghệ An,Vinh,Sổ đỏ/hồng riêng,Bắc,,,,,,Nam,Đầy đủ
22404,Căn hộ chung cư,1.6500000000000001,50.0,m²,2.0,2.0,,"Dự án Stown Gateway, Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương",Bình Dương,Thuận An,Khác/Không rõ,,,triệu/m²,,,,,
22405,Căn hộ chung cư,22.0,100.0,m²,3.0,2.0,,"Vinhomes Golden River Ba Son, Tôn Đức Thắng, Bến Nghé, Quận 1, Hồ Chí Minh",TP.HCM,Quận 1,Sổ đỏ/hồng riêng,,,tỷ,,,,,Đầy đủ
22406,Căn hộ chung cư,,74.0,m²,2.0,2.0,,"Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/hồng riêng,Tây - Nam,,,,,,Đông - Bắc,Cơ bản
22407,Căn hộ chung cư,1.5,50.0,m²,2.0,2.0,,"Destino Centro, Quốc lộ 1A, Mỹ Yên, Bến Lức, Long An",Long An,Bến Lức,Hợp đồng mua bán,Đông - Nam,,tỷ,,,,Tây - Bắc,Cơ bản
22408,Căn hộ chung cư,6.2,53.0,m²,1.0,1.0,,"Times City, Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Sổ đỏ/hồng riêng,,,tỷ,,,,Nam,Đầy đủ
22409,Căn hộ chung cư,1.55,54.0,m²,2.0,2.0,,"Dự án Happy One Bình Dương, Đường Đại Lộ Bình Dương, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",Bình Dương,Thủ Dầu Một,Sổ đỏ/hồng riêng,Đông,,tỷ,,,,Đông,Đầy đủ
22410,Căn hộ chung cư,3.4,65.0,m²,2.0,2.0,,"Dự án Fuji Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,,tỷ,,,,,Full nội thất.
22411,Căn hộ chung cư,3.8,69.2,m²,2.0,2.0,,S6 Origami - Vườn Nhật. Vinhomes Grand Park,TP.HCM,Thủ Đức,Hợp đồng mua bán,Đông - Nam,,tỷ,,,,,Cơ bản
22412,Căn hộ chung cư,3.2,79.0,m²,2.0,2.0,,"Dự án Topaz Elite, Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh",TP.HCM,Quận 8,Đang chờ sổ,,,tỷ,,,,,Đầy đủ
22413,Căn hộ chung cư,3.7,49.0,m²,1.0,1.0,,"Dự án Lexington Residence, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",TP.HCM,Thủ Đức,Hợp đồng mua bán,Đông - Nam,,tỷ,,,,,Đầy đủ
22414,Căn hộ chung cư,5.0,73.0,m²,2.0,2.0,,"Dự án Lexington Residence, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",TP.HCM,Thủ Đức,Hợp đồng mua bán,Tây - Bắc,,tỷ,,,,Đông - Nam,Đầy đủ
22415,Nhà riêng,8.6,132.0,m²,,,,"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,6.9,tỷ,m,,,,
22416,Nhà riêng,7.1,80.0,m²,3.0,2.0,,"Đường Phạm Văn Chiêu, Phường 8, Gò Vấp, Hồ Chí Minh",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,,tỷ,,,,,Đầy đủ
22417,Nhà riêng,27.0,216.0,m²,,,,"Đường Ông Ích Khiêm, Phường Thanh Bình, Hải Châu, Đà Nẵng",Đà Nẵng,Hải Châu,Khác/Không rõ,,8.0,tỷ,m,,,,
22418,Nhà riêng,4.35,125.8,m²,2.0,1.0,,"Đường Gò Cây Sung, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Sổ đỏ/hồng riêng,Đông,5.0,tỷ,m,4.5,m,,
22419,Nhà riêng,13.95,68.0,m²,6.0,4.0,,"Ngõ 43, Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",Hà Nội,Long Biên,Sổ đỏ/hồng riêng,Đông - Nam,3.5,tỷ,m,6.0,m,,Cơ bản
22420,Nhà riêng,14.5,92.0,m²,5.0,6.0,,"Đường Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,,4.0,tỷ,m,8.0,m,,Đầy đủ
22421,Nhà riêng,6.69,42.0,m²,,,,"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",Hà Nội,Long Biên,Sổ đỏ/hồng riêng,,,tỷ,,,,,
22422,Nhà riêng,12.5,90.0,m²,3.0,3.0,,"57, Đường Lê Quang Định, Phường Thắng Nhất, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Sổ đỏ/hồng riêng,Tây - Nam,5.0,tỷ,m,11.0,m,Tây - Nam,"- Nội thất full, có giường, tủ lạnh, bếp, bàn ghế."
22423,Nhà riêng,4.6,43.1,m²,3.0,2.0,,"Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",TP.HCM,Quận 6,Sổ đỏ/hồng riêng,Bắc,4.0,tỷ,m,3.0,m,Bắc,Cơ bản
22424,Nhà riêng,52.0,110.0,m²,7.0,,,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Sổ đỏ/hồng riêng,,8.5,tỷ,m,,,,Đầy đủ
22425,Nhà riêng,19.0,40.0,m²,4.0,3.0,,"Phố Phan Văn Trường, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/hồng riêng,Đông - Bắc,4.0,tỷ,m,,,Đông - Bắc,
22426,Nhà riêng,14.6,62.3,m²,5.0,4.0,,"Số nhà 19 ngõ 29, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",Hà Nội,Long Biên,Sổ đỏ/hồng riêng,,3.9,tỷ,m,4.0,m,,Đầy đủ
22427,Nhà riêng,16.0,45.2,m²,5.0,5.0,,"Đường Hoàng Hoa Thám, Phường Liễu Giai, Ba Đình, Hà Nội",Hà Nội,Ba Đình,Sổ đỏ/hồng riêng,Đông - Bắc,4.2,tỷ,m,5.0,m,,Đầy đủ
22428,Nhà riêng,20.0,52.0,m²,,,,"Số 79 Ngõ 31 Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/hồng riêng,,4.0,tỷ,m,,,,
22429,Nhà riêng,7.6,56.0,m²,4.0,5.0,,"Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",TP.HCM,Gò Vấp,Sổ đỏ/hồng riêng,,4.0,tỷ,m,6.0,m,,
22430,Nhà riêng,,49.6,m²,3.0,3.0,,"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",TP.HCM,Bình Thạnh,Sổ đỏ/hồng riêng,,4.0,,m,,,,Đầy đủ
22431,Nhà riêng,6.4,114.0,m²,,,,"Đường Tôn Đản, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",Đà Nẵng,Liên Chiểu,Sổ đỏ/hồng riêng,,,tỷ,,,,,Đầy đủ
22432,Nhà riêng,6.1,45.0,m²,4.0,5.0,,"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Sổ đỏ/hồng riêng,,3.8,tỷ,m,3.0,m,,Đầy đủ
22433,Nhà riêng,6.95,58.8,m²,4.0,4.0,,"Đường Huỳnh Văn Nghệ, Phường 15, Tân Bình, Hồ Chí Minh",TP.HCM,Tân Bình,Sổ đỏ/hồng riêng,Tây - Nam,4.2,tỷ,m,4.5,m,Đông,Đầy đủ
22434,Nhà riêng,3.65,44.0,m²,2.0,2.0,,"Đường Nguyễn Chính, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Khác/Không rõ,,4.0,tỷ,m,,,,
22435,Biệt thự,5.66,67.5,m²,4.0,3.0,,"Vlasta Thủy Nguyên, Đường 359C, Phường Thủy Đường, Thủy Nguyên, Hải Phòng",Hải Phòng,Thủy Nguyên,Hợp đồng mua bán,,5.0,tỷ,m,15.0,m,,
22437,Biệt thự,22.9,95.0,m²,5.0,5.0,,"Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Sổ đỏ/hồng riêng,,5.0,tỷ,m,20.0,m,,Đầy đủ
22439,Biệt thự,19.2,120.0,m²,,,,"Vinhomes Wonder City, Đường 422, Xã Tân Hội, Đan Phượng, Hà Nội",Hà Nội,Đan Phượng,Sổ đỏ/hồng riêng,,8.0,triệu/m²,m,40.0,m,,
22440,Biệt thự,32.0,200.0,m²,5.0,5.0,,"Đường Trung Sơn, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",TP.HCM,Bình Chánh,Sổ đỏ/hồng riêng,,10.0,tỷ,m,16.0,m,,Đầy đủ
22441,Biệt thự,25.6,178.0,m²,6.0,6.0,,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh.",TP.HCM,Nhà Bè,Sổ đỏ/hồng riêng,,8.0,tỷ,m,10.0,m,,Cao cấp
22442,Biệt thự,14.4,152.0,m²,6.0,4.0,,"Đường Quốc Lộ 50, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",TP.HCM,Bình Chánh,Khác/Không rõ,,8.0,tỷ,m,12.0,m,,Đầy đủ
22443,Biệt thự,26.2,92.0,m²,,,,"Khu đô thị mới Văn Phú, Lê Trọng Tấn, Phú La, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Sổ đỏ/hồng riêng,,,tỷ,,,,,
22444,Biệt thự,63.0,110.0,m²,6.0,4.0,,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/hồng riêng,,5.5,tỷ,m,12.0,m,,Đầy đủ
22445,Biệt thự,14.0,100.0,m²,,,,"Khu đô thị VCN Phước Hải, Phước Hải, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Khác/Không rõ,,,tỷ,,,,,
22446,Biệt thự,10.0,77.0,m²,5.0,5.0,,"Dự án Hoàng Huy New City, Phường Dương Quan, Thủy Nguyên, Hải Phòng",Hải Phòng,Thủy Nguyên,Sổ đỏ/hồng riêng,Bắc,5.5,tỷ,m,16.0,m,,Thô.
22447,Biệt thự,5.684,98.0,m²,3.0,3.0,,"Dự án Thanh Xuân Valley, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc",Vĩnh Phúc,Phúc Yên,Sổ đỏ/hồng riêng,Đông - Nam,,triệu/m²,,13.5,m,Tây - Bắc,Cơ bản
22448,Biệt thự,2.18,70.0,m²,3.0,3.0,,"Dự án KDC Thắng Lợi Central Hill, Đường 10, Xã Phước Lợi, Bến Lức, Long An",Long An,Bến Lức,Sổ đỏ/hồng riêng,Tây,4.0,tỷ,m,12.0,m,Tây,Cơ bản
22449,Biệt thự,37.0,171.0,m²,,,,"Solasta Mansion Dương Nội, Tố Hữu, Dương Nội, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Sổ đỏ/hồng riêng,,9.0,tỷ,m,21.0,m,,
22450,Biệt thự,22.8,102.0,m²,,,,"Dự án Gladia Khang Điền, Đường Võ Chí Công, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,30.0,tỷ,m,,,,
22451,Biệt thự,37.0,153.0,m²,,,,"Gladia Khang Điền, Võ Chí Công, Bình Trưng Đông, Quận 2, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,,,tỷ,,,,,
22454,Biệt thự,62.2,200.0,m²,7.0,8.0,,"Đường 10, Phường Tân Hưng, Quận 7, Hồ Chí Minh",TP.HCM,Quận 7,Sổ đỏ/hồng riêng,,10.0,tỷ,m,16.0,m,,Đầy đủ
22455,Nhà mặt tiền,38.9,300.0,m²,1.0,1.0,,"Đường Phạm Văn Đồng, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Sổ đỏ/hồng riêng,,10.0,tỷ,m,30.0,m,,
22456,Nhà mặt tiền,59.0,65.0,m²,,,,"Phố Hàng Da, Phường Hàng Bông, Hoàn Kiếm, Hà Nội",Hà Nội,Hoàn Kiếm,Sổ đỏ/hồng riêng,,,tỷ,,,,,
22457,Nhà mặt tiền,23.5,102.0,m²,4.0,5.0,,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",TP.HCM,Thủ Đức,Sổ đỏ/hồng riêng,Nam,6.0,tỷ,m,20.0,m,,Hoàn thiện nội thất cao cấp.
22458,Nhà mặt tiền,23.8,206.0,m²,3.0,3.0,,"Đường Lương Thế Vinh, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",Đà Nẵng,Sơn Trà,Sổ đỏ/hồng riêng,,10.8,tỷ,m,5.5,m,,
22459,Nhà mặt tiền,25.2,136.0,m²,4.0,4.0,,"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",Hà Nội,Hoài Đức,Sổ đỏ/hồng riêng,,,tỷ,,40.0,m,,Cơ bản
22460,Nhà mặt tiền,57.99,104.0,m²,8.0,7.0,,"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sổ đỏ/hồng riêng,,6.0,tỷ,m,8.8,m,,"Đầy đủ nội thất Châu Âu, thang máy nhập khẩu hiện đại, cực kỳ tiện nghi."
22461,Nhà mặt tiền,168.0,208.0,m²,,,,"Đường Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",TP.HCM,Quận 3,Sổ đỏ/hồng riêng,,,tỷ,,,,,
22462,Nhà mặt tiền,17.0,340.0,m²,4.0,4.0,,"Đường 23/10, Xã Vĩnh Thạnh, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Sổ đỏ/hồng riêng,,17.0,tỷ,m,30.0,m,,
22463,Nhà mặt tiền,85.0,120.0,m²,,,,"Đường Tô Ngọc Vân, Phường Quảng An, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/hồng riêng,,5.8,tỷ,m,15.0,m,,
