,property_type,price_2,area_num,n_bedrooms_2,n_bathrooms_2,legal_docs,city/district,facing_direction,dimension_1,n_floors_2
256,Nhà hẻm ngõ,2550.0,60.0,4.0,4.0,Sổ đỏ,ho-chi-minh,,4.0,
257,Nhà hẻm ngõ,2650.0,49.7,4.0,4.0,Sổ hồng,ho-chi-minh,,4.0,3.0
258,Nhà hẻm ngõ,1850.0,52.0,4.0,4.0,Sổ hồng,ho-chi-minh,,4.0,4.0
259,Nhà mặt tiền,36500.0,350.0,6.0,4.0,Sổ hồng,ho-chi-minh,,11.5,3.0
260,Nhà mặt tiền,8350.0,41.0,5.0,5.0,Sổ hồng,ho-chi-minh,Nam,4.1,4.0
261,Nhà hẻm ngõ,2750.0,49.0,4.0,5.0,Sổ hồng,ho-chi-minh,,,
262,Nhà hẻm ngõ,6600.0,93.0,,,Sổ hồng,ho-chi-minh,,4.6,
263,Nhà hẻm ngõ,4560.0,45.0,2.0,2.0,Sổ hồng,ho-chi-minh,Tây Nam,3.9,2.0
264,Nhà hẻm ngõ,3200.0,56.0,4.0,5.0,Sổ hồng,ho-chi-minh,,4.0,
265,Nhà hẻm ngõ,3050.0,678.0,4.0,4.0,Sổ hồng,ho-chi-minh,,4.0,4.0
266,Nhà hẻm ngõ,2550.0,42.0,4.0,4.0,Sổ hồng,ho-chi-minh,,,4.0
267,Nhà hẻm ngõ,1850.0,64.0,4.0,4.0,Sổ hồng,ho-chi-minh,,4.0,2.0
268,Nhà hẻm ngõ,2750.0,60.0,4.0,4.0,Sổ hồng,ho-chi-minh,,,4.0
269,Nhà hẻm ngõ,7580.0,43.0,5.0,4.0,Sổ hồng,ho-chi-minh,,3.4,4.0
270,Nhà hẻm ngõ,2350.0,50.0,,,Sổ hồng,ho-chi-minh,,,
271,Nhà hẻm ngõ,5100.0,36.8,,,Giấy tờ hợp lệ,ho-chi-minh,,,
272,Nhà hẻm ngõ,2250.0,53.0,,,Sổ hồng,ho-chi-minh,,,
273,Nhà hẻm ngõ,7200.0,60.0,4.0,4.0,Sổ hồng,ho-chi-minh,,4.5,
274,Nhà hẻm ngõ,2270.0,43.0,4.0,3.0,Sổ đỏ,ho-chi-minh,,3.3,3.0
275,Nhà hẻm ngõ,4100.0,47.0,,,Sổ hồng,ho-chi-minh,Tây Nam,4.0,1.0
276,Nhà hẻm ngõ,1420.0,36.0,3.0,1.0,Sổ hồng,ho-chi-minh,,4.0,1.0
277,Nhà hẻm ngõ,8500.0,70.0,5.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,Bắc,,3.0
278,Nhà hẻm ngõ,28000.0,347.0,72.0,72.0,Sổ hồng,ho-chi-minh,,11.5,3.0
279,Nhà hẻm ngõ,5180.0,54.0,5.0,3.0,Sổ hồng,ho-chi-minh,Tây Bắc,4.0,4.0
280,Nhà hẻm ngõ,,315.0,,,Sổ hồng,ho-chi-minh,,8.5,2.0
281,Nhà hẻm ngõ,3580.0,70.0,3.0,2.0,Sổ hồng,ho-chi-minh,,5.0,2.0
282,Nhà mặt tiền,26500.0,60.0,,,Sổ hồng,ho-chi-minh,,,4.0
283,Nhà mặt tiền,42000.0,100.0,6.0,6.0,Sổ hồng,ho-chi-minh,Tây Bắc,5.0,6.0
284,Nhà hẻm ngõ,5190.0,90.0,4.0,3.0,Sổ hồng,ho-chi-minh,,5.0,2.0
285,Biệt thự,18800.0,120.0,8.0,5.0,Sổ hồng,ho-chi-minh,,6.0,5.0
286,Nhà hẻm ngõ,7000.0,92.0,4.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,3.0
287,Nhà hẻm ngõ,1750.0,12.5,2.0,2.0,Sổ hồng,ho-chi-minh,Đông,3.0,3.0
288,Nhà mặt tiền,22500.0,56.0,,,Sổ hồng,ho-chi-minh,,3.9,
289,Nhà hẻm ngõ,2800.0,27.0,,,Sổ hồng,ho-chi-minh,,,
290,Nhà hẻm ngõ,17000.0,50.0,,,Sổ hồng,ho-chi-minh,,,
291,Nhà mặt tiền,16500.0,220.7,3.0,2.0,Sổ đỏ,ho-chi-minh,Đông Bắc,,
292,Nhà hẻm ngõ,5900.0,40.0,5.0,3.0,Sổ hồng,ho-chi-minh,,4.0,
293,Nhà hẻm ngõ,3700.0,25.0,2.0,2.0,Sổ hồng,ho-chi-minh,,3.7,2.0
294,Nhà hẻm ngõ,18000.0,210.0,6.0,7.0,Sổ hồng,ho-chi-minh,Tây Bắc,8.2,4.0
295,Nhà mặt tiền,47000.0,130.0,1.0,,Sổ hồng,ho-chi-minh,,6.5,7.0
296,Nhà hẻm ngõ,32000.0,108.0,,,Sổ hồng,ho-chi-minh,,4.0,
297,Nhà hẻm ngõ,7250.0,52.0,3.0,4.0,Sổ hồng,ho-chi-minh,Tây,4.0,4.0
298,Nhà hẻm ngõ,4100.0,32.0,2.0,1.0,Sổ hồng,ho-chi-minh,,4.0,2.0
299,Nhà hẻm ngõ,4950.0,124.0,2.0,1.0,Sổ hồng,ho-chi-minh,Tây,4.8,1.0
300,Nhà hẻm ngõ,6500.0,986.0,4.0,5.0,Sổ hồng,ho-chi-minh,Tây,5.8,4.0
301,Nhà mặt tiền,10500.0,48.0,,,Sổ hồng,ho-chi-minh,,3.0,2.0
302,Nhà hẻm ngõ,10300.0,54.0,4.0,5.0,Sổ hồng,ho-chi-minh,,4.5,4.0
303,Nhà hẻm ngõ,8500.0,50.4,4.0,4.0,Sổ hồng,ho-chi-minh,Bắc,5.0,4.0
304,Nhà hẻm ngõ,6300.0,160.0,10.0,10.0,Sổ đỏ,ho-chi-minh,,8.0,
305,Nhà hẻm ngõ,2080.0,39.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,3.2,2.0
306,Nhà hẻm ngõ,3700.0,42.3,2.0,2.0,Sổ hồng,ho-chi-minh,Đông Nam,3.0,1.0
307,Nhà hẻm ngõ,6500.0,58.0,2.0,,Sổ hồng,ho-chi-minh,,,
308,Nhà hẻm ngõ,9600.0,58.0,3.0,3.0,Sổ hồng,ho-chi-minh,,3.4,3.0
309,Nhà hẻm ngõ,8200.0,76.0,6.0,6.0,Sổ hồng,ho-chi-minh,Tây,4.0,4.0
310,Nhà hẻm ngõ,3750.0,60.0,2.0,2.0,Sổ hồng,ho-chi-minh,Tây,3.0,2.0
311,Nhà hẻm ngõ,7200.0,56.0,5.0,6.0,Giấy tờ hợp lệ,ho-chi-minh,Nam,4.4,5.0
312,Nhà hẻm ngõ,8400.0,53.0,,,Sổ hồng,ho-chi-minh,,,
313,Nhà hẻm ngõ,5700.0,80.0,3.0,3.0,Sổ hồng,ho-chi-minh,Tây,5.0,2.0
314,Nhà mặt tiền,140000.0,712.0,,,Sổ hồng,ho-chi-minh,,,7.0
315,Nhà hẻm ngõ,5800.0,66.0,,,Sổ hồng,ho-chi-minh,,,
316,Nhà hẻm ngõ,8600.0,825.0,4.0,5.0,Sổ hồng,ho-chi-minh,Tây,5.5,4.0
317,Nhà mặt tiền,75000.0,250.0,8.0,8.0,Sổ hồng,ho-chi-minh,,,
318,Nhà hẻm ngõ,8200.0,106.0,6.0,4.0,Sổ hồng,ho-chi-minh,Tây,4.6,2.0
319,Nhà mặt tiền,13000.0,64.8,8.0,8.0,Sổ hồng,ho-chi-minh,,4.2,4.0
320,Biệt thự,32900.0,240.0,7.0,7.0,Sổ hồng,ho-chi-minh,Đông Nam,15.0,4.0
321,Nhà hẻm ngõ,6900.0,150.0,3.0,,Sổ hồng,ho-chi-minh,,,
322,Nhà hẻm ngõ,26000.0,84.0,3.0,2.0,Sổ hồng,ho-chi-minh,Tây Nam,5.5,
323,Nhà hẻm ngõ,1320.0,22.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,3.2,2.0
324,Nhà hẻm ngõ,6000.0,80.0,1.0,1.0,Sổ hồng,ho-chi-minh,,,
325,Nhà hẻm ngõ,890.0,85.0,2.0,2.0,Sổ hồng,ho-chi-minh,Đông,5.0,1.0
326,Nhà mặt tiền,29500.0,106.0,,,Sổ đỏ,ho-chi-minh,,6.0,
327,Nhà mặt tiền,16900.0,120.0,,,Sổ hồng,ho-chi-minh,,7.0,
328,Nhà hẻm ngõ,660.0,48.0,2.0,2.0,Sổ hồng,ho-chi-minh,,4.0,1.0
329,Nhà mặt tiền,36000.0,320.0,5.0,5.0,Sổ hồng,ho-chi-minh,,8.0,4.0
330,Nhà hẻm ngõ,7000.0,54.0,,,Sổ hồng,ho-chi-minh,,8.0,3.0
331,Nhà hẻm ngõ,2250.0,40.0,3.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,2.0
332,Nhà mặt tiền,52000.0,88.0,5.0,5.0,Sổ đỏ,ho-chi-minh,,6.0,3.0
333,Nhà mặt tiền,30000.0,187.0,,,Sổ hồng,ho-chi-minh,,,1.0
334,Nhà mặt tiền,111000.0,200.0,,,Sổ hồng,ho-chi-minh,,10.0,
335,Nhà hẻm ngõ,24500.0,275.0,4.0,2.0,Sổ hồng,ho-chi-minh,Nam,12.0,2.0
336,Nhà hẻm ngõ,1950.0,25.0,4.0,3.0,Sổ hồng,ho-chi-minh,,3.2,3.0
337,Biệt thự,51600.0,200.0,4.0,4.0,Sổ hồng,ho-chi-minh,Tây Bắc,10.0,
338,Nhà hẻm ngõ,5850.0,38.0,3.0,2.0,Sổ hồng,ho-chi-minh,Đông Nam,3.8,2.0
339,Biệt thự,56000.0,294.0,5.0,5.0,Sổ hồng,ho-chi-minh,,,
340,Nhà mặt tiền,9500.0,68.0,,,Sổ hồng,ho-chi-minh,,4.0,
341,Nhà mặt tiền,31500.0,119.0,,,Sổ hồng,ho-chi-minh,,,
342,Nhà mặt tiền,150000.0,1707.0,,,Sổ hồng,ho-chi-minh,,,
343,Biệt thự,87000.0,487.0,6.0,6.0,Sổ hồng,ho-chi-minh,,,
344,Nhà hẻm ngõ,1450.0,30.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,Tây,3.2,11.0
345,Nhà hẻm ngõ,5700.0,110.0,,,Sổ hồng,ho-chi-minh,,,
346,Nhà mặt tiền,5950.0,32.0,5.0,3.0,Sổ hồng,ho-chi-minh,,3.6,3.0
347,Nhà hẻm ngõ,25500.0,155.0,4.0,5.0,Sổ hồng,ho-chi-minh,,5.0,2.0
348,Nhà hẻm ngõ,1800.0,12.0,,,Giấy tờ khác,ho-chi-minh,,3.0,
349,Nhà hẻm ngõ,6000.0,61.3,,,Sổ đỏ,ho-chi-minh,,3.1,
350,Nhà mặt tiền,7900.0,150.0,,,Sổ hồng,ho-chi-minh,,7.5,
351,Nhà hẻm ngõ,6600.0,80.4,,,Sổ hồng,ho-chi-minh,,4.0,
352,Nhà hẻm ngõ,7200.0,88.0,,,Sổ hồng,ho-chi-minh,,4.0,
353,Nhà mặt tiền,3800.0,117.2,,,Sổ hồng,ho-chi-minh,,,
354,Nhà mặt tiền,95000.0,244.0,12.0,16.0,Sổ hồng,ho-chi-minh,Đông Nam,20.0,7.0
355,Biệt thự,1250.0,168.0,4.0,5.0,Sổ hồng,ho-chi-minh,,7.0,
356,Nhà hẻm ngõ,7000.0,82.0,3.0,2.0,Sổ hồng,ho-chi-minh,Đông Bắc,7.5,
357,Nhà hẻm ngõ,6000.0,72.5,2.0,1.0,Sổ hồng,ho-chi-minh,Đông Nam,5.0,1.0
358,Nhà mặt tiền,14000.0,350.0,,,Giấy tờ hợp lệ,ho-chi-minh,Đông,7.0,
359,Biệt thự,69000.0,647.0,,,Sổ hồng,ho-chi-minh,Đông Nam,31.0,
360,Nhà hẻm ngõ,6800.0,68.0,4.0,5.0,Sổ hồng,ho-chi-minh,,4.0,
361,Nhà mặt tiền,9500.0,66.6,,,Sổ hồng,ho-chi-minh,,3.7,
362,Nhà mặt tiền,6100.0,200.0,5.0,4.0,Sổ hồng,ho-chi-minh,,5.0,4.0
363,Nhà hẻm ngõ,6660.0,39.0,5.0,7.0,Sổ hồng,ho-chi-minh,Đông Nam,4.0,5.0
364,Nhà mặt tiền,11000.0,168.8,,,Sổ hồng,ho-chi-minh,,,
365,Nhà mặt tiền,20000.0,180.0,,,Sổ hồng,ho-chi-minh,,,
366,Nhà mặt tiền,11500.0,90.0,4.0,4.0,Sổ hồng,ho-chi-minh,Tây,9.0,4.0
367,Nhà hẻm ngõ,5200.0,60.0,4.0,4.0,Sổ đỏ,ho-chi-minh,,4.0,
368,Nhà hẻm ngõ,3680.0,28.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,Nam,3.1,2.0
369,Nhà hẻm ngõ,10600.0,50.0,4.0,5.0,Giấy tờ hợp lệ,ho-chi-minh,Tây Bắc,5.0,3.0
370,Nhà hẻm ngõ,7500.0,53.6,3.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,,3.2,
371,Nhà hẻm ngõ,2000.0,12.0,3.0,1.0,Giấy tờ hợp lệ,ho-chi-minh,,,2.0
372,Nhà hẻm ngõ,5380.0,56.0,3.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,
373,Nhà mặt tiền,4900.0,144.0,3.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,Đông,12.0,1.0
374,Nhà hẻm ngõ,3980.0,24.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,4.0
375,Nhà mặt tiền,4600.0,37.0,3.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,,4.3,3.0
376,Nhà hẻm ngõ,8300.0,54.0,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,6.0,5.0
377,Nhà hẻm ngõ,2200.0,16.0,2.0,,Giấy tờ hợp lệ,ho-chi-minh,,,2.0
378,Nhà hẻm ngõ,4350.0,28.0,2.0,,Giấy tờ hợp lệ,ho-chi-minh,Đông Bắc,2.8,1.0
379,Nhà mặt tiền,5000.0,60.0,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,3.0
380,Nhà hẻm ngõ,4550.0,48.0,4.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,Đông Bắc,4.0,2.0
381,Nhà mặt tiền,7600.0,55.0,5.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,Bắc,5.0,4.0
382,Nhà hẻm ngõ,7500.0,44.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,3.0,
383,Nhà hẻm ngõ,7580.0,46.0,5.0,5.0,Giấy tờ hợp lệ,ho-chi-minh,,3.3,5.0
384,Nhà hẻm ngõ,4500.0,72.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,2.0
385,Nhà hẻm ngõ,2400.0,56.0,3.0,2.0,Hợp đồng mua bán,ho-chi-minh,,4.0,
386,Nhà hẻm ngõ,4400.0,48.0,4.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,Đông Bắc,4.0,2.0
387,Nhà hẻm ngõ,7700.0,61.0,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,4.5,4.0
388,Nhà hẻm ngõ,8500.0,56.0,10.0,7.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,6.0
389,Nhà hẻm ngõ,7500.0,69.0,5.0,5.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,5.0
390,Nhà hẻm ngõ,1950.0,64.0,2.0,1.0,Sổ hồng,ho-chi-minh,Nam,4.0,1.0
391,Nhà hẻm ngõ,3200.0,40.0,3.0,2.0,Hợp đồng mua bán,ho-chi-minh,Đông Bắc,4.0,
392,Nhà hẻm ngõ,1990.0,36.0,2.0,2.0,Hợp đồng mua bán,ho-chi-minh,Đông,4.0,2.0
393,Nhà mặt tiền,4950.0,48.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,3.8,2.0
394,Nhà mặt tiền,10800.0,50.8,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,4.0
395,Nhà mặt tiền,4850.0,37.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,8.2,2.0
396,Nhà hẻm ngõ,2450.0,19.0,1.0,2.0,Sổ hồng,ho-chi-minh,Tây,3.4,2.0
397,Nhà hẻm ngõ,14000.0,86.0,4.0,,Giấy tờ hợp lệ,ho-chi-minh,,6.8,
398,Nhà hẻm ngõ,6800.0,42.0,3.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,Đông Nam,3.1,3.0
399,Nhà hẻm ngõ,4300.0,25.5,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,Tây,3.0,2.0
400,Nhà mặt tiền,18500.0,124.0,6.0,4.0,Sổ hồng,ho-chi-minh,Tây Bắc,4.9,4.0
401,Nhà hẻm ngõ,9600.0,80.0,10.0,7.0,Giấy tờ hợp lệ,ho-chi-minh,Đông Bắc,6.0,5.0
402,Nhà hẻm ngõ,5980.0,32.0,3.0,3.0,Sổ hồng,ho-chi-minh,Đông Nam,3.0,4.0
403,Nhà hẻm ngõ,8200.0,130.0,5.0,5.0,Giấy tờ hợp lệ,ho-chi-minh,Đông Bắc,5.0,3.0
404,Nhà hẻm ngõ,5800.0,48.0,2.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,
405,Nhà mặt tiền,6490.0,80.0,4.0,5.0,Sổ hồng,ho-chi-minh,,5.0,3.0
406,Nhà hẻm ngõ,6250.0,48.0,3.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,4.0
407,Nhà hẻm ngõ,4700.0,38.3,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,Tây,4.0,
408,Nhà mặt tiền,16990.0,120.0,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,Đông Bắc,5.0,4.0
409,Nhà hẻm ngõ,4450.0,44.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,2.0
410,Nhà hẻm ngõ,15000.0,146.0,5.0,5.0,Giấy tờ hợp lệ,ho-chi-minh,,7.3,3.0
411,Nhà hẻm ngõ,8200.0,106.0,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,4.6,2.0
412,Nhà hẻm ngõ,6800.0,57.0,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,3.0
413,Nhà hẻm ngõ,3000.0,24.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,,2.0
414,Nhà mặt tiền,28000.0,250.0,14.0,8.0,Sổ hồng,ho-chi-minh,Đông,7.0,4.0
415,Nhà mặt tiền,3900.0,30.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,4.1,3.0
416,Nhà hẻm ngõ,4350.0,37.0,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,Đông Bắc,3.9,3.0
417,Nhà hẻm ngõ,3980.0,25.0,1.0,2.0,Sổ hồng,ho-chi-minh,,3.3,2.0
418,Nhà hẻm ngõ,10800.0,50.0,4.0,3.0,Sổ hồng,ho-chi-minh,,3.7,4.0
419,Nhà hẻm ngõ,12950.0,60.0,5.0,,Sổ hồng,ho-chi-minh,,4.2,4.0
420,Nhà mặt tiền,9800.0,100.0,3.0,2.0,Sổ hồng,ho-chi-minh,,4.0,2.0
421,Nhà hẻm ngõ,8500.0,45.0,5.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,4.0,
422,Nhà hẻm ngõ,3000.0,35.6,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,Nam,4.8,2.0
423,Nhà hẻm ngõ,4550.0,38.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,3.5,
424,Nhà mặt tiền,4300.0,37.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,,
425,Nhà hẻm ngõ,6800.0,73.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,,5.0,2.0
426,Nhà hẻm ngõ,4390.0,28.0,4.0,4.0,Giấy tờ hợp lệ,ho-chi-minh,,3.1,3.0
427,Nhà hẻm ngõ,4000.0,45.0,2.0,2.0,Giấy tờ hợp lệ,ho-chi-minh,Bắc,4.2,2.0
428,Nhà mặt tiền,6550.0,50.0,3.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,Nam,4.0,3.0
429,Nhà mặt tiền,5400.0,40.0,2.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,Nam,4.0,3.0
430,Nhà hẻm ngõ,11800.0,70.0,2.0,2.0,Sổ hồng,ho-chi-minh,,5.0,2.0
431,Nhà hẻm ngõ,11200.0,79.0,4.0,3.0,Giấy tờ hợp lệ,ho-chi-minh,Đông Bắc,4.0,
432,Nhà hẻm ngõ,7700.0,30.0,3.0,4.0,Sổ hồng,ho-chi-minh,,4.5,4.0
433,Nhà hẻm ngõ,2500.0,34.0,1.0,1.0,Giấy tờ hợp lệ,ho-chi-minh,Nam,4.0,1.0
434,Nhà hẻm ngõ,3550.0,53.0,4.0,,Sổ hồng,ho-chi-minh,,,4.0
435,Nhà hẻm ngõ,3650.0,50.0,4.0,3.0,Sổ đỏ,ho-chi-minh,,,
436,Nhà hẻm ngõ,3450.0,55.0,3.0,4.0,Sổ hồng,ho-chi-minh,,,3.0
437,Nhà hẻm ngõ,1500.0,64.0,3.0,2.0,Sổ hồng,ho-chi-minh,,4.0,1.0
438,Nhà hẻm ngõ,720.0,143.0,1.0,,Sổ hồng,ho-chi-minh,,4.0,
439,Nhà hẻm ngõ,815.0,155.0,2.0,,Sổ hồng,ho-chi-minh,,5.0,
440,Nhà hẻm ngõ,3680.0,68.0,4.0,4.0,Sổ hồng,ho-chi-minh,,4.1,2.0
441,Nhà mặt tiền,3390.0,587.0,2.0,3.0,Sổ hồng,ho-chi-minh,,4.1,3.0
442,Nhà hẻm ngõ,1980.0,65.0,4.0,3.0,Sổ hồng,ho-chi-minh,,5.0,3.0
443,Nhà hẻm ngõ,4580.0,395.0,2.0,2.0,Sổ hồng,ho-chi-minh,Đông Nam,4.3,2.0
444,Nhà hẻm ngõ,1050.0,175.0,2.0,,Sổ hồng,ho-chi-minh,,6.0,
445,Nhà hẻm ngõ,6900.0,75.0,4.0,4.0,Sổ hồng,ho-chi-minh,Đông Nam,5.0,3.0
446,Nhà hẻm ngõ,5850.0,38.0,3.0,2.0,Sổ hồng,ho-chi-minh,,3.8,2.0
447,Nhà hẻm ngõ,1550.0,44.0,2.0,2.0,Sổ hồng,ho-chi-minh,,4.0,2.0
448,Nhà hẻm ngõ,2500.0,20.0,1.0,1.0,Sổ hồng,ho-chi-minh,,2.2,2.0
449,Nhà hẻm ngõ,8500.0,87.0,4.0,3.0,Sổ hồng,ho-chi-minh,,4.5,3.0
450,Nhà mặt tiền,21500.0,80.0,6.0,5.0,Sổ hồng,ho-chi-minh,,4.0,
451,Nhà hẻm ngõ,11900.0,484.0,4.0,3.0,Sổ hồng,ho-chi-minh,,,
452,Nhà hẻm ngõ,4900.0,35.0,3.0,3.0,Sổ hồng,ho-chi-minh,,,1.0
453,Nhà hẻm ngõ,8700.0,63.0,5.0,5.0,Sổ hồng,ho-chi-minh,Đông Bắc,4.0,4.0
454,Nhà hẻm ngõ,2380.0,12.0,2.0,3.0,Sổ hồng,ho-chi-minh,,2.5,3.0
455,Nhà hẻm ngõ,1660.0,61.6,2.0,2.0,Sổ hồng,ho-chi-minh,,4.0,
456,Nhà hẻm ngõ,8800.0,40.0,7.0,7.0,Sổ hồng,ho-chi-minh,Đông,4.5,4.0
457,Nhà hẻm ngõ,4800.0,110.0,3.0,2.0,Sổ hồng,ho-chi-minh,,5.0,1.0
458,Nhà hẻm ngõ,7500.0,46.0,4.0,5.0,Sổ hồng,ho-chi-minh,,3.0,4.0
459,Nhà mặt tiền,38000.0,240.0,36.0,11.0,Sổ hồng,ho-chi-minh,Tây Nam,8.5,
460,Nhà hẻm ngõ,5000.0,73.0,3.0,2.0,Sổ hồng,ho-chi-minh,Đông Bắc,5.0,3.0
461,Nhà hẻm ngõ,13000.0,61.0,6.0,7.0,Sổ hồng,ho-chi-minh,Đông Nam,3.6,7.0
462,Nhà hẻm ngõ,3800.0,40.0,1.0,1.0,Sổ hồng,ho-chi-minh,,4.0,2.0
463,Nhà hẻm ngõ,6600.0,66.0,2.0,2.0,Sổ hồng,ho-chi-minh,,4.5,2.0
464,Nhà hẻm ngõ,6500.0,67.0,4.0,4.0,Sổ hồng,ho-chi-minh,,6.0,4.0
465,Nhà hẻm ngõ,4300.0,25.0,2.0,2.0,Sổ hồng,ho-chi-minh,,3.5,2.0
466,Nhà hẻm ngõ,4500.0,30.0,3.0,3.0,Sổ hồng,ho-chi-minh,,4.1,3.0
467,Nhà mặt tiền,135000.0,225.0,,,Sổ hồng,ho-chi-minh,,,
468,Nhà hẻm ngõ,1460.0,96.5,3.0,2.0,Sổ hồng,ho-chi-minh,,5.0,2.0
469,Nhà mặt tiền,128000.0,240.0,,,Sổ hồng,ho-chi-minh,,,
470,Nhà hẻm ngõ,2900.0,22.0,2.0,2.0,Sổ hồng,ho-chi-minh,,4.1,2.0
471,Nhà mặt tiền,12600.0,52.0,4.0,5.0,Sổ hồng,ho-chi-minh,Tây Bắc,,5.0
472,Nhà mặt tiền,10500.0,44.4,2.0,2.0,Sổ hồng,ho-chi-minh,Đông Nam,4.0,2.0
473,Nhà hẻm ngõ,1980.0,13.0,2.0,2.0,Sổ hồng,ho-chi-minh,Đông Nam,3.0,3.0
474,Nhà hẻm ngõ,1150.0,161.0,3.0,2.0,Sổ hồng,ho-chi-minh,,5.0,
475,Nhà mặt tiền,8500.0,207.0,1.0,1.0,Sổ hồng,ho-chi-minh,Tây Bắc,6.2,
476,Nhà hẻm ngõ,13500.0,184.0,,,Sổ hồng,ho-chi-minh,,,
477,Nhà mặt tiền,7000.0,21.0,5.0,5.0,Giấy tờ hợp lệ,ho-chi-minh,,,
478,Nhà hẻm ngõ,6800.0,38.0,3.0,,Giấy tờ hợp lệ,ho-chi-minh,,,
479,Nhà hẻm ngõ,6380.0,120.0,2.0,2.0,Sổ hồng,ho-chi-minh,,4.9,
480,Nhà hẻm ngõ,16200.001,77.0,16.0,16.0,Sổ hồng,ho-chi-minh,,5.0,5.0
481,Nhà mặt tiền,6800.0,30.0,3.0,,Giấy tờ hợp lệ,ho-chi-minh,,,
482,Nhà mặt tiền,85000.0,100.0,9.0,9.0,Sổ hồng,ho-chi-minh,,6.0,
483,Nhà mặt tiền,55000.0,105.0,8.0,9.0,Sổ hồng,ho-chi-minh,Đông Nam,5.0,
484,Nhà mặt tiền,65000.0,95.0,7.0,8.0,Sổ hồng,ho-chi-minh,Tây Bắc,4.0,2.0
485,Nhà mặt tiền,54000.0,154.0,10.0,10.0,Sổ hồng,ho-chi-minh,,5.0,
486,Nhà mặt tiền,88000.0,330.0,5.0,5.0,Sổ hồng,ho-chi-minh,,13.0,
487,Nhà mặt tiền,182000.0,211.0,17.0,14.0,Sổ hồng,ho-chi-minh,,10.0,
488,Nhà mặt tiền,115000.0,200.0,12.0,12.0,Sổ hồng,ho-chi-minh,Đông Bắc,8.0,
489,Nhà hẻm ngõ,17000.0,96.0,5.0,6.0,Sổ hồng,ho-chi-minh,Đông Nam,8.0,
490,Nhà mặt tiền,32000.0,33.0,5.0,5.0,Sổ hồng,ho-chi-minh,,3.8,
491,Biệt thự,69000.0,214.0,18.0,19.0,Sổ hồng,ho-chi-minh,Tây Bắc,10.5,
492,Nhà mặt tiền,69000.0,187.0,6.0,5.0,Sổ hồng,ho-chi-minh,,6.4,
493,Nhà mặt tiền,72000.0,123.0,,,Sổ hồng,ho-chi-minh,,7.4,
494,Nhà mặt tiền,6100.0,80.0,4.0,2.0,Sổ hồng,ho-chi-minh,,5.0,1.0
495,Biệt thự,42000.0,330.0,4.0,4.0,Sổ hồng,ho-chi-minh,,15.0,3.0
496,Nhà mặt tiền,8300.0,50.0,4.0,4.0,Sổ hồng,ho-chi-minh,,4.5,3.0
