,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal_docs,facing_direction,front_width,price_unit,front_width_unit,front_road_width,front_road_width_unit,balcony_direction,interior
6749,Đất nền dự án,9.1,100.0,m²,,,,"Dự án Làng Đại Học ABC, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Sổ đỏ/ Sổ hồng.,,,tỷ,,12.0,m,,
6750,Đất nền dự án,4.75,96.9,m²,,,,"Dự án Khu dân cư Phạm Văn Hai, Đường Võ Văn Vân, Xã Phạm Văn Hai, Bình Chánh, Hồ Chí Minh",Hồ Chí Minh,Bình Chánh,Sổ đỏ/ Sổ hồng,,5.0,tỷ,m,10.0,m,,
6751,Đất nền dự án,3.09,60.0,m²,,,,"Dự án Phú Hồng Khang - Phú Hồng Đạt, Đường Bình Chuẩn 36, Phường Bình Chuẩn, Thuận An, Bình Dương",Bình Dương,Thuận An,Sổ đỏ/ Sổ hồng,,4.0,tỷ,m,15.0,m,,
6752,Đất nền dự án,30.0,232.0,m²,,,,"Dự án Coco Aqua Riverside, Đường Võ Nguyên Giáp, Phường Điện Dương, Điện Bàn, Quảng Nam",Quảng Nam,Điện Bàn,Sổ đỏ/ Sổ hồng.,Tây - Nam,12.0,triệu/m²,m,17.5,m,,
6753,Đất nền dự án,5.0,100.0,m²,,,,"Dự án Phú Mỹ An, Đường Nguyễn Quý Anh, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Ngũ Hành Sơn,Sổ đỏ/ Sổ hồng.,Bắc,5.0,tỷ,m,17.5,m,,
6754,Đất,68.0,312.2,m²,,,,"Đường Lê Hồng Phong, Phường Đằng Hải, Hải An, Hải Phòng",Hải Phòng,Hải An,Sổ đỏ/ Sổ hồng,Tây - Nam,12.8,triệu/m²,m,25.0,m,,
6755,Đất,14.5,524.0,m²,,,,"Đường Trần Lê, Xã Tiến Thành, Phan Thiết, Bình Thuận.",Bình Thuận,Phan Thiết,Sổ hồng.,,,tỷ,,,,,
6756,Đất,1.75,150.0,m²,,,,"Đường D2, Thị trấn Lai Uyên, Bàu Bàng, Bình Dương",Bình Dương,Bàu Bàng,Sổ đỏ/ Sổ hồng,,5.0,tỷ,m,13.0,m,,
6757,Đất,16.8,110.0,m²,,,,"Đường Trần Khánh Dư, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Ngũ Hành Sơn,Sổ đỏ/ Sổ hồng.,,6.4,tỷ,m,5.5,m,,
6758,Đất,3.65,150.0,m²,,,,"Đường D8, Phường Phú Tân, Thủ Dầu Một, Bình Dương",Bình Dương,Thủ Dầu Một,Sổ đỏ/ Sổ hồng,Tây - Bắc,5.0,tỷ,m,20.0,m,,
6759,Đất,1.95,85.0,m²,,,,"Xã Hòa Phong, Mỹ Hào, Hưng Yên",Hưng Yên,Mỹ Hào,Sổ đỏ/ Sổ hồng,Đông - Nam,5.0,tỷ,m,4.5,m,,
6760,Đất,87.0,56.0,m²,,,,"Thôn Đông Trù, đường Đông Hội, Xã Đông Hội, Đông Anh, Hà Nội",Hà Nội,Đông Anh,Sổ đỏ/ Sổ hồng,Đông,4.0,triệu/m²,m,2.3,m,,
6761,Đất,800.0,250.0,m²,,,,"Thị trấn Lai Uyên, Bàu Bàng, Bình Dương",Bình Dương,Bàu Bàng,Sổ đỏ/ Sổ hồng,Đông - Bắc,5.0,triệu,m,6.0,m,,
6762,Đất,4.8,73.6,m²,,,,"Đường Võ Văn Dũng, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Sổ đỏ/ Sổ hồng,Đông,4.0,tỷ,m,13.0,m,,
6763,Đất,1.85,70.0,m²,,,,"Xã Hòa Phong, Mỹ Hào, Hưng Yên",Hưng Yên,Mỹ Hào,Sổ đỏ/ Sổ hồng,,6.0,tỷ,m,4.5,m,,
6764,Đất,230.0,130.0,m²,,,,"Xã Khánh Hiệp, Khánh Vĩnh, Khánh Hòa",Khánh Hòa,Khánh Vĩnh,Sổ đỏ/ Sổ hồng,Bắc,5.5,triệu,m,5.0,m,,
6765,Đất,3.65,50.0,m²,,,,"Đường Thạnh Lộc 47, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,Sổ đỏ/ Sổ hồng,Đông - Nam,4.0,tỷ,m,9.0,m,,
6766,Đất,2.5,136.0,m²,,,,"Đường Ven Biển, Xã Bình Châu, Xuyên Mộc, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Xuyên Mộc,Sổ đỏ/ Sổ hồng,,7.4,tỷ,m,8.0,m,,
6767,Đất,6.0,220.2,m²,,,,"Vườn Nhãn, Tân Phước Đông, Xã Vạn Phước, Huyện Vạn Ninh, Khánh Hòa",Khánh Hòa,Vạn Ninh,Sổ đỏ/ Sổ hồng,Nam,14.2,triệu/m²,m,5.0,m,,
6768,Đất,5.4,76.0,m²,,,,"Đường Võ Văn Hát, Phường Long Trường, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sổ đỏ/ Sổ hồng,,5.5,tỷ,m,20.0,m,,
6769,Đất,7.0,863.0,m²,,,,"Thôn Hạnh Côn, Đường Hồ Chí Minh, Xã Nam Phương Tiến, Chương Mỹ, Hà Nội",Hà Nội,Chương Mỹ,Sổ đỏ/ Sổ hồng,,35.0,tỷ,m,7.0,m,,
6770,Đất,760.0,90.0,m²,,,,"Đường Quốc lộ 27C, Xã Diên Hòa, Diên Khánh, Khánh Hòa",Khánh Hòa,Diên Khánh,Sổ hồng,,7.5,triệu,m,4.0,m,,
6771,Đất,3.3,137.0,m²,,,,"Đường Lái Thiêu 58, Phường Lái Thiêu, Thuận An, Bình Dương",Bình Dương,Thuận An,Sổ đỏ/ Sổ hồng,Đông - Nam,5.1,tỷ,m,5.0,m,,
6772,Đất,4.0,2440.0,m²,,,,"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Sổ đỏ/ Sổ hồng.,,85.0,triệu/m²,m,6.0,m,,
6773,Đất,4.55,42.0,m²,,,,"Xã Mai Lâm, Đông Anh, Hà Nội",Hà Nội,Đông Anh,Sổ đỏ/ Sổ hồng.,Đông - Nam,3.82,tỷ,m,3.0,m,,
6774,Condotel,3.1,73.0,m²,3.0,2.0,,"Dự án The Sóng, Phố Thi Sách, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,HĐMB,,,tỷ,,,,,"Full nội thất cao cấp, chỉ việc xách vali vào ở."
6775,Condotel,2.05,49.0,m²,2.0,,,"Dự án The Sóng, 28 Phố Thi Sách, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,,,,tỷ,,,,,Full nội thất cao cấp.
6776,Condotel,1.81,50.0,m²,1.0,1.0,,"Dự án The Sóng, Phố Thi Sách, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Hợp đồng mua bán,Đông - Nam,,tỷ,,,,Tây - Bắc,Đầy đủ
6777,Condotel,1.1,46.0,m²,1.0,1.0,,"Dự án TMS Luxury Hotel & Residences, Đường Nguyễn Huệ, Phường Trần Phú, Quy Nhơn, Bình Định",Bình Định,Quy Nhơn,Đang chờ sổ,,,tỷ,,,,,Cơ bản
6778,Condotel,1.93,29.3,m²,1.0,1.0,,"Dự án Aria Bay Tower, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,Đông - Nam,,tỷ,,,,Tây - Bắc,Cơ bản
6779,Condotel,2.3,35.0,m²,1.0,1.0,,"Dự án Maia Resort Hồ Tràm, Xã Phước Thuận, Xuyên Mộc, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Xuyên Mộc,Hợp đồng mua bán,,,tỷ,,,,,Đầy đủ
6780,Condotel,4.6,60.0,m²,2.0,2.0,,"Dự án Libera Nha Trang, Đường Phạm Văn Đồng, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Hợp đồng mua bán,Đông,,tỷ,,,,Đông,Đầy đủ
6781,Condotel,2.7,38.0,m²,1.0,1.0,,"Charm Resort Long Hải, Đường Võ Thị Sáu, Thị trấn Long Hải, Long Điền, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Long Điền,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6782,Condotel,1.86,35.2,m²,1.0,1.0,,"SkyM, Đường Hoàng Quốc Việt, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,Bắc,,tỷ,,,,Nam,Cơ bản
6783,Condotel,1.55,29.58,m²,1.0,1.0,,"ICON40 Hạ Long , Đường Hoàng Quốc Việt, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,Tây - Bắc,,tỷ,,,,Đông - Nam,Cơ bản
6784,Condotel,2.78,61.45,m²,2.0,2.0,,"Dự án ICON40 Hạ Long , Đường Hoàng Quốc Việt, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,Tây - Bắc,,tỷ,,,,Đông - Nam,Cơ bản
6785,Condotel,,45.1,m²,1.0,1.0,,"A La Carte Hạ Long Bay, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Sổ đỏ/ Sổ hồng,Đông - Bắc,,,,,,Đông - Bắc,Đầy đủ
6786,Condotel,5.6,100.0,m²,2.0,2.0,,"CSJ Tower, Thùy Vân, 8, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Hợp đồng mua bán,,,tỷ,,,,,Cơ bản
6787,Condotel,2.31,49.0,m²,2.0,2.0,,"Dự án CSJ Tower, Đường Thùy Vân, Phường 8, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Hợp đồng mua bán,Đông - Bắc,,tỷ,,,,Tây - Nam,Không nội thất
6788,Condotel,4.95,69.0,m²,2.0,2.0,,"A La Carte Hạ Long Bay, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Sổ đỏ/ Sổ hồng,Tây - Bắc,,tỷ,,,,Đông - Nam,Đầy đủ
6789,Condotel,2.23,29.0,m²,1.0,1.0,,"Aria Bay Tower, Đại Lộ Marine, Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,Tây - Nam,,tỷ,,,,Tây - Bắc,Cơ bản
6790,Condotel,,45.0,m²,1.0,1.0,,"Dự án Blanca City, Đường 3/2, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,,,,,,,,,Đầy đủ
6791,Condotel,8.6,92.0,m²,3.0,2.0,,"Dự án Aria Bay Tower, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,Tây - Bắc,,tỷ,,,,Đông - Nam,Cơ bản
6792,Condotel,2.0,34.0,m²,1.0,1.0,,"Sun Centro Town, Bãi Cháy, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,,,tỷ,,,,,Đầy đủ
6793,Condotel,2.0,48.0,m²,2.0,1.0,,"Dự án The Sóng, 28 Phố Thi Sách, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Hợp đồng mua bán,,,tỷ,,,,,Đầy đủ
6794,"Trang trại, khu nghỉ dưỡng",2.2,40.0,m²,1.0,1.0,,"Dự án Sun Centro Town, Đường Kỳ Quan, Phường Bãi Cháy, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Sổ đỏ/ Sổ hồng,Đông - Bắc,,tỷ,,,,Tây - Bắc,Full nội thất.
6795,"Trang trại, khu nghỉ dưỡng",85.0,65.0,m²,2.0,2.0,,"Dự án The Ninety Complex, Đường Láng, Phường Thịnh Quang, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Hợp đồng mua bán,,,triệu/m²,,,,,Đầy đủ
6796,"Trang trại, khu nghỉ dưỡng",3.4,93.0,m²,3.0,2.0,,"Dự án Vũng Tàu Pearl, Phố Thi Sách, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Hợp đồng mua bán,,,tỷ,,,,,Cơ bản
6797,"Trang trại, khu nghỉ dưỡng",3.0,32.0,m²,1.0,1.0,,"Blanca City, Đường 3/2, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Hợp đồng mua bán,Tây - Nam,,tỷ,,,,Đông - Bắc,Đầy đủ
6798,"Trang trại, khu nghỉ dưỡng",19.6,1400.0,m²,8.0,9.0,,"Đường Tỉnh Lộ 317C, Xã Yên Sơn, Thanh Sơn, Phú Thọ",Phú Thọ,Thanh Sơn,Sổ đỏ/ Sổ hồng,Đông,32.0,tỷ,m,32.0,m,Đông - Nam,Đầy đủ
6799,"Trang trại, khu nghỉ dưỡng",15.0,60000.0,m²,,,,"Thôn 5 + Thôn 6, Thị trấn Đắk Búk So, Tuy Đức, Đắk Nông",Đắk Nông,Tuy Đức,Sổ đỏ/ Sổ hồng,,,tỷ,,6.0,m,,
6800,"Trang trại, khu nghỉ dưỡng",2.0,32.0,m²,1.0,1.0,,"Dự án Aria Bay Tower, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Sổ đỏ/ Sổ hồng,Bắc,,tỷ,,,,Nam,Đầy đủ
6801,"Trang trại, khu nghỉ dưỡng",65.0,22000.0,m²,5.0,10.0,,"Xã Lâm San, Cẩm Mỹ, Đồng Nai",Đồng Nai,Cẩm Mỹ,,Đông - Bắc,400.0,tỷ,m,4.0,m,,
6802,"Trang trại, khu nghỉ dưỡng",1.58,1000.0,m²,2.0,1.0,,"Tân Trạch, Cần Đước, Long An",Long An,Cần Đước,Sổ đỏ/ Sổ hồng,Bắc,32.0,triệu/m²,m,4.0,m,,Cơ bản
6803,"Trang trại, khu nghỉ dưỡng",5.8,70.0,m²,2.0,,,"Dự án Aria Bay Tower, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,Đông - Nam,,tỷ,,,,Đông - Nam,Cơ bản
6804,"Trang trại, khu nghỉ dưỡng",,85700.0,m²,,,,"Dự án The Pearl Hoi An, Phường Cẩm An, Hội An, Quảng Nam",Quảng Nam,Hội An,,,,,,,,,
6805,"Trang trại, khu nghỉ dưỡng",3.6,70.0,m²,2.0,2.0,,"Nha Trang City Central, Phan Chu Trinh, Vạn Thạnh, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6806,"Trang trại, khu nghỉ dưỡng",1.9,41.0,m²,1.0,1.0,,"Dự án Crystal Holidays Harbour Vân Đồn, Xã Hạ Long, Vân Đồn, Quảng Ninh",Quảng Ninh,Vân Đồn,Sổ đỏ/ Sổ hồng.,Đông - Nam,,tỷ,,,,Đông - Nam,Đầy đủ.
6807,"Trang trại, khu nghỉ dưỡng",,6325.0,m²,,,,"Xã Yên Bài, Ba Vì, Hà Nội",Hà Nội,Ba Vì,Sổ đỏ/ Sổ hồng,,,,,,,,
6808,"Trang trại, khu nghỉ dưỡng",,271.0,m²,3.0,2.0,,"Dự án InterContinental Residences Halong Bay, Đường Hoàng Quốc Việt, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Sổ đỏ/ Sổ hồng,Tây - Bắc,,,,,,Đông - Nam,Full nội thất theo tiêu chuẩn 5* InterContinental
6809,"Trang trại, khu nghỉ dưỡng",650.0,34.0,m²,1.0,1.0,,"The Arena Cam Ranh, Nguyễn Tất Thành, Cam Nghĩa, Cam Ranh, Khánh Hòa",Khánh Hòa,Cam Ranh,Hợp đồng mua bán,Đông - Nam,,triệu,,,,,
6810,"Trang trại, khu nghỉ dưỡng",7.5,1000.0,m²,,,,"Đường Ông Lang, Xã Cửa Cạn, Phú Quốc, Kiên Giang",Kiên Giang,Phú Quốc,Sổ đỏ/ Sổ hồng,Đông,8.0,tỷ,m,8.0,m,Đông,Không nội thất
6811,"Trang trại, khu nghỉ dưỡng",,1200.0,m²,,,,"Đường 741, Xã An Bình, Phú Giáo, Bình Dương",Bình Dương,Phú Giáo,Sổ đỏ/ Sổ hồng,,10.0,,m,8.0,m,,
6812,"Trang trại, khu nghỉ dưỡng",1.6,30.0,m²,1.0,1.0,,"Dự án Sun Centro Town, Đường Kỳ Quan, Phường Bãi Cháy, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,Hợp đồng mua bán,Đông - Nam,,tỷ,,,,,Đầy đủ
6813,"Trang trại, khu nghỉ dưỡng",,439.0,m²,,,,"Đường 419, Xã Tiên Phương, Chương Mỹ, Hà Nội",Hà Nội,Chương Mỹ,Sổ đỏ/ Sổ hồng,,,,,,,,
6814,"Kho, nhà xưởng",37.0,3800.0,m²,,,,"Xã Bình Mỹ, Củ Chi, Hồ Chí Minh",Hồ Chí Minh,Củ Chi,,,,tỷ,,,,,
6815,"Kho, nhà xưởng",3.0,5000.0,m²,,,,"Tân Phú, Đức Hòa, Long An",Long An,Đức Hòa,,,,triệu/m²,,,,,
6816,"Kho, nhà xưởng",12.0,891.0,m²,,,,"Đường Hùng Vương, Xã Long Thọ, Nhơn Trạch, Đồng Nai",Đồng Nai,Nhơn Trạch,Sổ đỏ/ Sổ hồng,,,tỷ,,20.0,m,,
6817,"Kho, nhà xưởng",130.0,1807.4,m²,,12.0,,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Sổ đỏ/ Sổ hồng,Đông,35.0,tỷ,m,20.0,m,,Đầy đủ
6818,"Kho, nhà xưởng",69.0,259.0,m²,,1.0,,"Đường Phan Anh, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sổ đỏ/ Sổ hồng,,,triệu/m²,,5.0,m,,
6819,"Kho, nhà xưởng",14.5,245.0,m²,,,,"33/2C, Đường Số 8, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Sổ đỏ/ Sổ hồng,Đông - Bắc,8.0,tỷ,m,6.0,m,,Cơ bản
6820,"Kho, nhà xưởng",24.0,2340.0,m²,,,,"Xã Đức Hoà Hạ, Đức Hòa, Long An",Long An,Đức Hòa,,,,tỷ,,,,,
6821,"Kho, nhà xưởng",6.0,10520.0,m²,,,,"Xã Đắk Ơ, Bù Gia Mập, Bình Phước",Bình Phước,Bù Gia Mập,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Nhà xưỡng
6822,"Kho, nhà xưởng",17.0,500.0,m²,,,,"Đường Trần Đại Nghĩa, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",Hồ Chí Minh,Bình Chánh,Sổ đỏ/ Sổ hồng,,12.0,tỷ,m,12.0,m,,
6823,"Kho, nhà xưởng",17.5,500.0,m²,,,,"Đường Trần Đại Nghĩa, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",Hồ Chí Minh,Bình Chánh,Sổ đỏ/ Sổ hồng.,,,tỷ,,10.0,m,,
6824,"Kho, nhà xưởng",,500.0,m²,,,,"Đường Đồng Bèn, Xã Đông Xuân, Quốc Oai, Hà Nội",Hà Nội,Quốc Oai,Sổ đỏ/ Sổ hồng,,,,,,,,Không nội thất
6825,"Kho, nhà xưởng",31.0,2000.0,m²,,,,"Xã Phụng Châu, Chương Mỹ, Hà Nội",Hà Nội,Chương Mỹ,Sổ đỏ/ Sổ hồng,,50.0,tỷ,m,,,,
6826,"Kho, nhà xưởng",37.0,1300.0,m²,,,,"Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,Sổ đỏ/ Sổ hồng,,28.5,tỷ,m,8.0,m,,
6827,"Kho, nhà xưởng",31.0,14000.0,m²,,,,"Xã Hiệp Thạnh, Châu Thành, Long An",Long An,Châu Thành,,,,tỷ,,,,,
6828,"Kho, nhà xưởng",80.0,13260.0,m²,,,,"Đức Hoà Hạ, Đức Hòa, Long An",Long An,Đức Hòa,,,,tỷ,,,,,
6829,"Kho, nhà xưởng",16.0,2500.0,m²,,,,"Đường ĐT 787, Xã Lộc Hưng, Trảng Bàng, Tây Ninh",Tây Ninh,Trảng Bàng,Sổ đỏ/ Sổ hồng,,30.0,tỷ,m,40.0,m,,
6830,"Kho, nhà xưởng",55.0,13500.0,m²,,,,"Đường Quốc lộ 1A, Xã Hòa Phước, Hòa Vang, Đà Nẵng",Đà Nẵng,Hòa Vang,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6831,"Kho, nhà xưởng",80.0,11000.0,m²,,,,"Phường 1, Gò Công, Tiền Giang",Tiền Giang,Gò Công,,,,tỷ,,,,,
6832,"Kho, nhà xưởng",40.0,20000.0,m²,,,,"Xã Bình Tân, Phú Riềng, Bình Phước",Bình Phước,Phú Riềng,Giấy tờ đất pháp lý rõ ràng.,,,tỷ,,,,,
6833,"Kho, nhà xưởng",37.0,1237.0,m²,,,,"Đường Thạnh Lộc 56, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,,,18.0,tỷ,m,6.0,m,,
6834,Khác,88.0,2236.0,m²,,,,"Đường 30/4, Phường Phú Thọ, Thủ Dầu Một, Bình Dương",Bình Dương,Thủ Dầu Một,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6835,Khác,15.5,100.0,m²,18.0,18.0,,"Đường GS3, Phường Đông Hòa, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Sổ đỏ/ Sổ hồng,Tây - Nam,,tỷ,,,,Tây - Nam,Đầy đủ
6836,Khác,52.0,230.3,m²,,,,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/ Sổ hồng,,,triệu/m²,,,,,Cơ bản
6837,Khác,230.0,14405.0,m²,,,,"Đường Quốc lộ 1A, Xã Mỹ Yên, Bến Lức, Long An",Long An,Bến Lức,,,77.0,tỷ,m,,,,
6838,Khác,250.0,12.0,m²,,,,"Xã Ngọc Long, Yên Mỹ, Hưng Yên",Hưng Yên,Yên Mỹ,Hợp đồng mua bán,,,triệu,,25.0,m,,
6839,Khác,6.0,600000.0,m²,,,,"Đường 11, Phường Phước Hưng, Bà Rịa, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Bà Rịa,Sổ đỏ/ Sổ hồng,Đông - Nam,20.0,triệu/m²,m,20.0,m,,
6840,Khác,500.0,6892.6,m²,250.0,,,"Đường Thùy Vân, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6841,Khác,114.9,1333.0,m²,,,,"Chelsea Park, Trung Kính, Yên Hòa, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/ Sổ hồng,,50.0,tỷ,m,,,,
6842,Khác,7.8,158.0,m²,,,,"Vinaconex Diamond Tower, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Sổ đỏ/ Sổ hồng,Nam,150.0,tỷ,m,2.0,m,Nam,Cơ bản
6843,Khác,98.0,310.0,m²,,,,"Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/ Sổ hồng,,,triệu/m²,,,,,Đầy đủ
6844,Khác,200.0,11.0,m²,1.0,1.0,,"Dự án Ngọc Long Plaza, Xã Ngọc Long, Yên Mỹ, Hưng Yên",Hưng Yên,Yên Mỹ,Hợp đồng mua bán,,8.0,triệu,m,25.0,m,,
6845,Khác,27.0,612.0,m²,,2.0,,"Rice City Linh Đàm, Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Sổ đỏ/ Sổ hồng,Đông - Bắc,,tỷ,,,,Đông - Nam,Cơ bản
6846,Khác,,1450.0,m²,,,,"Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ hồng,,,,,,,,
6847,Khác,300.0,5.0,m²,,,,"Đường Ấp Bắc, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Đà Nẵng,Ngũ Hành Sơn,Sổ đỏ/ Sổ hồng,Đông - Bắc,5.0,triệu,m,,,Đông - Bắc,Không nội thất
6848,Khác,50.0,600.0,m²,,,,"PCC1 Triều Khúc, 44, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sổ đỏ/ Sổ hồng,,,triệu/m²,,,,,Có thể làm văn phòng được luôn hoặc khai thác cho thuê
6849,Khác,48.0,2485.0,m²,,,,"Five Star Kim Giang, số 2, Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sổ đỏ/ Sổ hồng,Đông - Nam,,triệu/m²,,,,Tây - Bắc,Đầy đủ
6850,Khác,48.0,1285.0,m²,,,,"Five Star Kim Giang, số 2, Đường Kim Giang, Phường Hạ Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sổ đỏ/ Sổ hồng,Đông,,triệu/m²,,,,Tây - Bắc,Đầy đủ
6851,Khác,20.0,600.0,m²,,,,"Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Hợp đồng mua bán,,,tỷ,,,,,Cơ bản
6852,Khác,50.0,600.0,m²,,,,"PCC1 Triều Khúc, 44, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sổ đỏ/ Sổ hồng,Nam,,triệu/m²,,,,Tây - Bắc,Sử dụng được luôn
6853,Khác,230.0,23000.0,m²,,,,"Đường Nguyễn Văn Linh, Xã An Phú Tây, Bình Chánh, Hồ Chí Minh",Hồ Chí Minh,Bình Chánh,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6854,Căn hộ chung cư,9.8,98.0,m²,3.0,2.0,,"Sunshine City, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,Sổ đỏ sang tên.,,,tỷ,,,,,
6855,Căn hộ chung cư,8.2,97.0,m²,3.0,2.0,,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,Sổ đỏ sang tên.,Nam,,tỷ,,,,Bắc,Full nội thất.
6856,Căn hộ chung cư,10.0,105.0,m²,3.0,2.0,,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,Có sổ,,,tỷ,,,,,Full nội thất.
