,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal_docs,facing_direction,front_width,price_unit,front_width_unit,front_road_width,front_road_width_unit,balcony_direction,interior
6857,Căn hộ chung cư,9.8,74.2,m²,2.0,2.0,,"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Sổ đỏ/ Sổ hồng.,,,tỷ,,,,,Cơ bản.
6858,Căn hộ chung cư,3.39,42.8,m²,1.0,1.0,,"The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6859,Căn hộ chung cư,4.15,41.9,m²,1.0,1.0,,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/ Sổ hồng,Tây - Nam,,tỷ,,,,Đông - Bắc,Đầy đủ
6860,Căn hộ chung cư,2.43,30.4,m²,1.0,1.0,,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/ Sổ hồng.,Đông - Nam,,tỷ,,,,Đông - Nam,Đầy đủ
6861,Căn hộ chung cư,11.0,75.0,m²,2.0,2.0,,"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6862,Căn hộ chung cư,10.55,123.3,m²,3.0,2.0,,"Sông Hồng Park View, 165, Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Sổ đỏ/ Sổ hồng,Đông - Nam,,tỷ,,,,Tây - Bắc,Đầy đủ
6863,Căn hộ chung cư,3.9,64.0,m²,2.0,2.0,,"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Hồ Chí Minh,Bình Tân,Sổ đỏ/ Sổ hồng,Bắc,,tỷ,,,,Nam,Cơ bản
6864,Căn hộ chung cư,4.8,83.0,m²,3.0,2.0,,"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Hồ Chí Minh,Bình Tân,Sổ đỏ/ Sổ hồng,Đông,,tỷ,,,,Tây,Cơ bản
6865,Căn hộ chung cư,3.65,62.7,m²,2.0,2.0,,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Có sổ.,,,tỷ,,,,Đông - Bắc,Full nội thất.
6866,Căn hộ chung cư,3.75,63.3,m²,2.0,2.0,,"Dự án The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Sổ đỏ/ Sổ hồng,,,tỷ,,,,Đông - Bắc,Đầy đủ.
6867,Căn hộ chung cư,8.2,98.0,m²,3.0,2.0,,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,Sổ đỏ/ Sổ hồng.,Nam,,tỷ,,,,Bắc,"Đầy đủ điều hòa Daikin âm trần, TBVS Kohler, bồn tắm, kính 3 lớp chống ồn, smarthome 4.0."
6868,Căn hộ chung cư,6.4,61.4,m²,2.0,1.0,,"Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/ Sổ hồng,Bắc,,tỷ,,,,Nam,Đầy đủ
6869,Căn hộ chung cư,57.0,121.82,m²,3.0,2.0,,"Dự án Grand Marina Saigon, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Hồ Chí Minh,Quận 1,Hợp đồng mua bán,,,tỷ,,,,,"Nội thất cơ bản cao cấp nhập khẩu, tiêu chuẩn khách sạn 5 sao quốc tế Marriott."
6870,Căn hộ chung cư,3.4,47.9,m²,1.0,1.0,,"Dự án The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Sổ đỏ/ Sổ hồng.,,,tỷ,,,,Đông - Nam,Nội thất: Bàn giao nguyên bản chủ đầu tư.
6871,Căn hộ chung cư,2.7,61.4,m²,2.0,2.0,,"Dự án 8X Plus Trường Chinh, Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,Sổ đỏ/ Sổ hồng,Nam,,tỷ,,,,Bắc,Cơ bản
6872,Căn hộ chung cư,3.8,69.0,m²,2.0,2.0,,"The Origami - Vinhomes Grand Park, Phước Thiện, Long Bình, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6873,Căn hộ chung cư,3.2,51.0,m²,1.0,1.0,,"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Hồ Chí Minh,Bình Tân,Sổ đỏ/ Sổ hồng,Đông - Nam,,tỷ,,,,Tây - Bắc,Cơ bản
6874,Căn hộ chung cư mini,1.5,36.0,m²,1.0,1.0,,"Ngõ 603, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,,,,tỷ,,,,,
6875,Căn hộ chung cư mini,10.0,45.0,m²,10.0,11.0,,"Doãn Kế Thiện, Mai Dịch, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6876,Căn hộ chung cư mini,,40.0,m²,,,,"Đường Nam Đồng, Phường Nam Đồng, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Sổ đỏ/ Sổ hồng,,,,,,,,
6877,Căn hộ chung cư mini,6.95,31.0,m²,,,,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6878,Căn hộ chung cư mini,13.7,62.0,m²,16.0,16.0,,"Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6879,Căn hộ chung cư mini,690.0,60.0,m²,2.0,1.0,,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",Hồ Chí Minh,Hóc Môn,Sổ đỏ/ Sổ hồng,,,triệu,,,,,Đầy đủ
6880,Căn hộ chung cư mini,530.0,26.0,m²,1.0,1.0,,"Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,,,,triệu,,,,,"Sàn gỗ hoặc gạch, trần thạch cao, bếp, tủ bếp trên dưới, máy hút mùi, bình nóng lạnh, thiết bị chiếu sáng, thiết bị vệ sinh."
6881,Căn hộ chung cư mini,695.0,35.0,m²,1.0,1.0,,"Phố Thái Hà, Phường Quang Trung, Đống Đa, Hà Nội",Hà Nội,Đống Đa,,,,triệu,,,,,"Sàn gỗ, trần thạch cao, tủ bếp trên dưới, bếp từ, hút mùi, nóng lạnh, thiết bị vệ sinh đầy đủ, các đèn điện chiếu sáng và trang trí tuyệt đẹp, đầu chờ internet, truyền hình cáp."
6882,Căn hộ chung cư mini,1.47,40.0,m²,1.0,1.0,,"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Hợp đồng mua bán,,,tỷ,,,,,Đầy đủ
6883,Căn hộ chung cư mini,26.0,182.0,m²,,,,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6884,Căn hộ chung cư mini,2.23,50.0,m²,2.0,2.0,,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,HĐ vi bằng,,,tỷ,,,,,Đầy đủ.
6885,Căn hộ chung cư mini,2.15,50.0,m²,2.0,1.0,,"Đường Hoàng Đạo Thành, Phường Hạ Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Hợp đồng mua bán,,,tỷ,,,,,
6886,Căn hộ chung cư mini,2.25,50.0,m²,2.0,1.0,,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Mỗi căn hộ có 1 bìa hồng. Mua bán lập HĐ vi bằng.,Bắc,,tỷ,,,,Tây - Bắc,Đầy đủ
6887,Căn hộ chung cư mini,1.75,48.0,m²,2.0,2.0,,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Hợp đồng mua bán,,,tỷ,,,,,Full nội thất đẹp.
6888,Căn hộ chung cư mini,1.35,35.0,m²,2.0,1.0,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Sổ đỏ/ Sổ hồng,Nam,,tỷ,,,,Bắc,Đầy đủ
6889,Căn hộ chung cư mini,1.55,38.0,m²,1.0,1.0,,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6890,Căn hộ chung cư mini,1.8,50.0,m²,2.0,1.0,,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Hợp đồng mua bán.,,,tỷ,,,,,Đầy đủ.
6891,Căn hộ chung cư mini,1.0,42.0,m²,,,,"Phố Tôn Đức Thắng, Phường Khâm Thiên, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Sổ hồng,,,tỷ,,,,,
6892,Căn hộ chung cư mini,1.55,38.0,m²,1.0,1.0,,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6893,Căn hộ chung cư mini,,36.0,m²,1.0,1.0,,"Đường Cầu vượt Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Sổ đỏ/ Sổ hồng,Đông,,,,,,Đông - Nam,Đầy đủ
6894,Nhà riêng,9.25,57.0,m²,14.0,14.0,,"Đường Đông Tác, Phường Kim Liên, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Sổ đỏ,,4.0,tỷ,m,,,,Đầy đủ
6895,Nhà riêng,11.0,57.0,m²,7.0,7.0,,"Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Sổ đỏ/ Sổ hồng,,5.0,tỷ,m,4.0,m,,Đầy đủ
6896,Nhà riêng,5.68,25.7,m²,2.0,2.0,,"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Sổ đỏ/ Sổ hồng,,3.0,tỷ,m,4.0,m,,Đầy đủ.
6897,Nhà riêng,5.25,27.0,m²,3.0,2.0,,"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Sổ hồng,,3.8,tỷ,m,4.0,m,,Đầy đủ
6898,Nhà riêng,5.5,22.0,m²,2.0,2.0,,"Đường Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Sổ đỏ/ Sổ hồng,,3.4,tỷ,m,4.5,m,,Đầy đủ
6899,Nhà riêng,7.7,28.0,m²,3.0,2.0,,"Đường Ngô Đức Kế, Phường 12, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Sổ đỏ/ Sổ hồng,,4.4,tỷ,m,5.0,m,,Đầy đủ
6900,Nhà riêng,10.5,49.0,m²,3.0,3.0,,"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Sổ hồng,,4.6,tỷ,m,5.0,m,,Cơ bản
6901,Nhà riêng,3.38,619.1,m²,2.0,2.0,,"Đường Tôn Thất Thuyết, Xã Lộc Tân, Bảo Lâm, Lâm Đồng",Lâm Đồng,Bảo Lâm,Sổ đỏ/ Sổ hồng,Tây - Bắc,23.3,tỷ,m,6.0,m,Tây,Đầy đủ
6902,Nhà riêng,3.14,580.2,m²,2.0,2.0,,"Đường ĐT 725, Xã Lộc Ngãi, Bảo Lâm, Lâm Đồng",Lâm Đồng,Bảo Lâm,Sổ đỏ/ Sổ hồng,Đông - Bắc,10.7,tỷ,m,7.0,m,Tây - Nam,Đầy đủ
6903,Nhà riêng,8.35,63.2,m²,,,,"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,Sổ đỏ/ Sổ hồng,,4.0,tỷ,m,5.0,m,,Đầy đủ
6904,Nhà riêng,45.0,15.02,m²,23.0,25.0,,"Đường Bạch Đằng, Phường Tân Tiến, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Sổ đỏ/ Sổ hồng,Đông,,tỷ,,10.0,m,Đông,Đầy đủ
6905,Nhà riêng,7.0,58.5,m²,3.0,3.0,,"Dự án Phước Long, Đường Nguyễn Tất Thành, Phường Phước Long, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Sổ hồng,Tây - Nam,4.5,tỷ,m,,,,"Có hệ thống điện cảm ứng, chủ để lại toàn bộ nội thất (chỉ lấy tivi & tủ lạnh)."
6906,Nhà riêng,12.9,78.0,m²,4.0,3.0,,"Đường Đồng Đen, Phường 14, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Sổ đỏ/ Sổ hồng,,4.5,tỷ,m,5.0,m,,
6907,Nhà riêng,13.4,83.0,m²,4.0,6.0,,"Đường Phạm Văn Đồng, Phường 13, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Sổ hồng,,4.5,tỷ,m,6.0,m,,
6908,Nhà riêng,17.0,122.0,m²,,,,"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",Hồ Chí Minh,Quận 10,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
6909,Nhà riêng,8.8,59.7,m²,,,,"Đường Tô Ngọc Vân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Sổ đỏ/ Sổ hồng.,,8.0,tỷ,m,,,,Đầy đủ.
6910,Nhà riêng,4.8,222.0,m²,4.0,3.0,,"Đường Ngô Quyền, Phường An Hòa, Biên Hòa, Đồng Nai",Đồng Nai,Biên Hòa,Đã có sổ,Đông - Nam,10.0,tỷ,m,3.0,m,,
6911,Nhà riêng,2.89,877.4,m²,2.0,1.0,,"Đường Tài Dụng, Xã Lộc Đức, Bảo Lâm, Lâm Đồng",Lâm Đồng,Bảo Lâm,Sổ đỏ/ Sổ hồng,Tây - Nam,15.0,tỷ,m,9.0,m,Đông - Bắc,Đầy đủ
6912,Nhà riêng,7.45,61.5,m²,4.0,5.0,,"Đường Chuyên Dùng 9, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Sổ đỏ/ Sổ hồng,Tây,4.0,tỷ,m,3.5,m,Tây,Đầy đủ
6913,Nhà riêng,6.9,90.0,m²,3.0,3.0,,"1191/, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Sổ đỏ/ Sổ hồng.,,5.0,tỷ,m,6.0,m,,
6914,"Nhà biệt thự, liền kề",95.8,266.0,m²,5.0,5.0,,"Dự án The Zei Mỹ Đình, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/ Sổ hồng,,15.0,tỷ,m,28.0,m,,
6915,"Nhà biệt thự, liền kề",6.6,180.0,m²,,,,"Dự án Tiên Sơn Bắc Ninh, Xã Hoàn Sơn, Tiên Du, Bắc Ninh",Bắc Ninh,Tiên Du,Sổ đỏ/ Sổ hồng,Tây - Bắc,10.0,tỷ,m,15.5,m,Tây - Bắc,
6916,"Nhà biệt thự, liền kề",40.0,296.4,m²,,,,"Dự án Verosa Park, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sổ đỏ/ Sổ hồng,Nam,15.0,tỷ,m,20.0,m,Nam,Không nội thất
6917,"Nhà biệt thự, liền kề",33.0,150.0,m²,4.0,,,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 02, Xã Đa Tốn, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Có sổ.,Đông - Nam,7.5,tỷ,m,30.0,m,,
6918,"Nhà biệt thự, liền kề",14.0,177.3,m²,,,,"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Hợp đồng mua bán,Đông - Nam,10.0,tỷ,m,11.5,m,Đông - Nam,Không nội thất.
6919,"Nhà biệt thự, liền kề",6.35,78.74,m²,,,,"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Hợp đồng mua bán.,Tây - Bắc,5.0,tỷ,m,11.5,m,Tây - Bắc,Không nội thất
6920,"Nhà biệt thự, liền kề",9.8,80.0,m²,4.0,5.0,,"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Sổ đỏ/ Sổ hồng,Tây - Nam,5.6,tỷ,m,8.0,m,Tây - Nam,Đầy đủ.
6921,"Nhà biệt thự, liền kề",8.5,62.5,m²,,,,"Dự án Vinhomes Ocean Park 2, Đường Cọ Xanh 9, Xã Long Hưng, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Sổ đỏ,Tây - Bắc,5.0,tỷ,m,13.0,m,,
6922,"Nhà biệt thự, liền kề",52.0,244.6,m²,5.0,6.0,,"Dự án Biệt thự Mimosa - Ecopark, Xã Cửu Cao, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6923,"Nhà biệt thự, liền kề",88.0,300.0,m²,,,,"Dự án Ecopark Grand, Xã Phụng Công, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Sổ đỏ/ Sổ hồng,Đông - Nam,,tỷ,,,,,Đầy đủ
6924,"Nhà biệt thự, liền kề",85.5,567.0,m²,,,,"Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Sổ đỏ/ Sổ hồng.,Tây - Nam,18.0,tỷ,m,12.5,m,Tây - Nam,Không nội thất.
6925,"Nhà biệt thự, liền kề",34.5,190.0,m²,,,,"Khu đô thị Ecopark, Trúc, Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
6926,"Nhà biệt thự, liền kề",10.8,94.0,m²,4.0,5.0,,"1806, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Sổ đỏ/ Sổ hồng,Đông,5.0,tỷ,m,6.0,m,Đông,Đầy đủ
6927,"Nhà biệt thự, liền kề",12.5,160.0,m²,4.0,5.0,,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Sổ đỏ/ Sổ hồng,,10.0,tỷ,m,8.0,m,,Đầy đủ
6928,"Nhà biệt thự, liền kề",4.9,108.0,m²,,,,"Dự án T&T Millennia City Long Hậu, Xã Long Hậu, Cần Giuộc, Long An",Long An,Cần Giuộc,Hợp đồng mua bán,,6.0,tỷ,m,,,,
6929,"Nhà biệt thự, liền kề",96.0,330.0,m²,5.0,4.0,,"Dự án Ciputra Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/ Sổ hồng,,12.0,tỷ,m,20.0,m,,Cơ bản
6930,"Nhà biệt thự, liền kề",30.0,142.2,m²,4.0,,,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Đa Tốn, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Sổ đỏ/ Sổ hồng,Đông - Nam,7.9,tỷ,m,13.0,m,Đông - Nam,Đầy đủ
6931,"Nhà biệt thự, liền kề",56.0,150.0,m²,,,,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/ Sổ hồng,,7.0,tỷ,m,20.0,m,,
6932,"Nhà biệt thự, liền kề",27.0,148.5,m²,,,,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Sao Biển, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Sổ đỏ/ Sổ hồng,Đông - Nam,8.3,tỷ,m,,,,
6933,"Nhà biệt thự, liền kề",29.5,264.0,m²,9.0,,,"Dự án KĐT biển An Viên, Phường Vĩnh Trường, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,,,12.0,tỷ,m,,,,Nội thất cao cấp nên để ở hay kinh doanh đều rất tốt.
6934,Nhà mặt phố,17.0,93.0,m²,4.0,2.0,,"304, Đường Khuông Việt, Phường Phú Trung, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sổ đỏ/ Sổ hồng,Đông,7.0,tỷ,m,20.0,m,Đông,
6935,Nhà mặt phố,14.8,35.0,m²,5.0,4.0,,"207 Đường Ngọc Hồi, Phường Yên Sở, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Sổ đỏ/ Sổ hồng,Tây - Nam,3.6,tỷ,m,10.0,m,Tây - Nam,Đầy đủ.
6936,Nhà mặt phố,3.6,58.2,m²,1.0,,,"Đường Số 6, Phường Long Phước, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sổ đỏ/ Sổ hồng,,,tỷ,,12.0,m,,Đầy đủ
6937,Nhà mặt phố,23.7,88.0,m²,5.0,5.0,,"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",Hà Nội,Long Biên,Sổ đỏ/ Sổ hồng,,7.3,tỷ,m,12.0,m,,Đầy đủ
6938,Nhà mặt phố,28.0,193.0,m²,,,,"Đường Trần Văn Đang, Phường 9, Quận 3, Hồ Chí Minh",Hồ Chí Minh,Quận 3,Sổ đỏ/ Sổ hồng,,6.5,tỷ,m,,,,Không nội thất
6939,Nhà mặt phố,15.0,103.0,m²,,,,"Đường Số 9, Phường An Phú, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Sổ đỏ/ Sổ hồng,,4.0,tỷ,m,8.0,m,,
6940,Nhà mặt phố,11.3,90.0,m²,5.0,4.0,,"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,Sổ đỏ/ Sổ hồng,,4.5,tỷ,m,12.0,m,,
6941,Nhà mặt phố,11.5,59.0,m²,2.0,2.0,,"Đường Ngô Bệ, Phường 13, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Sổ đỏ/ Sổ hồng,,5.14,tỷ,m,10.0,m,,Cơ bản
6942,Nhà mặt phố,20.0,91.5,m²,11.0,11.0,,"Đường Bàu Sen 4, Phường 2, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Sổ đỏ/ Sổ hồng.,,,tỷ,,,,,
6943,Nhà mặt phố,21.0,126.0,m²,4.0,6.0,,"Dự án KDC Phú Mỹ, Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Sổ đỏ/ Sổ hồng,,6.0,tỷ,m,16.0,m,,
6944,Nhà mặt phố,16.8,201.1,m²,3.0,3.0,,"Đường Số 14, Phường 8, Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,Sổ đỏ/ Sổ hồng,Tây,4.23,tỷ,m,8.0,m,Tây,Đầy đủ
6945,Nhà mặt phố,8.99,80.2,m²,5.0,4.0,,"Phường 16, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,Sổ đỏ/ Sổ hồng,Nam,5.0,tỷ,m,12.0,m,,
6946,Nhà mặt phố,19.0,296.0,m²,4.0,,,"Đường Trần Nguyên Đán, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",Đà Nẵng,Liên Chiểu,Sổ đỏ/ Sổ hồng.,,10.0,tỷ,m,10.5,m,,
6947,Nhà mặt phố,32.0,420.4,m²,,,,"Đường Trần Hưng Đạo, Phường Phú Thủy, Phan Thiết, Bình Thuận",Bình Thuận,Phan Thiết,Có sổ.,Tây,10.44,tỷ,m,,,,
6948,Nhà mặt phố,21.0,66.0,m²,,,,"Đường Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",Hồ Chí Minh,Quận 1,Sổ đỏ/ Sổ hồng,,4.3,tỷ,m,,,,
6949,Nhà mặt phố,25.6,140.6,m²,4.0,4.0,,"Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Sổ đỏ/ Sổ hồng,,5.0,tỷ,m,,,,Đầy đủ
6950,Nhà mặt phố,9.9,26.0,m²,,,,"Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Sổ đỏ/ Sổ hồng,,4.0,tỷ,m,,,,
6951,Nhà mặt phố,24.0,100.0,m²,4.0,4.0,,"Đường G, Phường An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,,Đông - Bắc,,tỷ,,16.0,m,Đông - Bắc,
6952,Nhà mặt phố,19.0,57.0,m²,,,,"Đường Hùng Vương, Phường 4, Quận 5, Hồ Chí Minh",Hồ Chí Minh,Quận 5,Sổ đỏ/ Sổ hồng,,4.0,tỷ,m,,,,
6953,Nhà mặt phố,33.0,65.0,m²,,,,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",Hồ Chí Minh,Quận 1,Sổ đỏ/ Sổ hồng,,4.3,tỷ,m,20.0,m,,
6954,"Shophouse, nhà phố thương mại",54.0,108.0,m²,6.0,4.0,,"T&T Millennia City Long Hậu, Đường 826, Xã Long Hậu, Cần Giuộc, Long An",Long An,Cần Giuộc,Sổ đỏ/ Sổ hồng,,48.0,triệu/m²,m,20.0,m,,
6955,"Shophouse, nhà phố thương mại",123.0,100.0,m²,,,,"Dự án Long Biên Central, Phường Việt Hưng, Long Biên, Hà Nội",Hà Nội,Long Biên,Hợp đồng mua bán,,,triệu/m²,,,,,
6956,"Shophouse, nhà phố thương mại",,200.0,m²,,,,"KĐT Tây Hồ Tây - Starlake Hà Nội, Xuân La, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,,,,,,,,,
6957,"Shophouse, nhà phố thương mại",,80.0,m²,,,,"Dự án Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Sổ đỏ/ Sổ hồng,,5.0,,m,20.0,m,,
